Name,playerid,real,kml2,kml3,pred
Tim Hudson,921,2.5,2.8,2.71,2.09
Cory Lidle,926,1.2,5.07,1.92,1.94
Mark Mulder,932,-0.5,1.99,1.89,0.9
Barry Zito,944,2.2,3.05,3.85,1.67
Brandon Duckworth,954,0.5,0.07,0.09,-0.06
Brett Myers,962,3.5,3.03,1.97,2.29
Vicente Padilla,964,3.2,1.87,1.0,0.71
Cliff Politte,967,-0.7,0.58,0.41,0.89
Carlos Silva,973,-0.5,2.24,2.49,2.11
Randy Wolf,976,-0.1,0.5,0.75,1.13
Bronson Arroyo,978,4.6,2.28,2.52,4.58
Joe Beimel,979,0.2,0.19,0.31,-0.08
Kris Benson,982,0.6,2.52,1.8,2.88
Brian Meadows,998,-0.5,0.12,0.16,0.27
Ron Villone,1010,-0.1,0.52,0.75,0.12
Kip Wells,1012,0.4,0.8,0.3,1.02
Adam Eaton,1029,0.4,1.89,1.74,0.9
Trevor Hoffman,1035,1.3,0.85,0.5,0.5
Jake Peavy,1051,4.4,6.08,3.31,4.09
Ryan Franklin,1076,-0.6,0.5,0.5,0.75
Freddy Garcia,1077,3.1,3.22,3.57,4.16
John Halama,1080,-0.3,0.22,0.21,0.26
Julio Mateo,1087,0.1,0.32,0.52,0.05
Joel Pineiro,1094,0.4,-0.2,0.51,2.53
Aaron Fultz,1113,0.8,0.49,0.53,0.33
Livan Hernandez,1116,2.0,4.1,2.58,2.6
Felix Rodriguez,1127,-0.4,0.58,0.38,0.63
Jason Schmidt,1131,3.8,3.59,3.79,4.17
Jay Witasick,1138,-0.2,0.9,0.45,-0.05
Tim Worrell,1139,-1.0,0.02,0.5,0.5
Jason Isringhausen,1158,-0.9,0.58,0.5,0.2
Matt Morris,1172,2.3,1.45,3.56,4.48
Mike Timlin,1187,0.2,0.9,0.43,0.6
Woody Williams,1190,1.2,1.5,2.76,0.91
Dewon Brazelton,1195,-0.5,0.13,0.71,1.1
Jesus Colome,1198,0.0,0.2,0.26,0.34
Travis Harper,1211,0.0,0.37,0.2,-0.11
Joe Kennedy,1217,0.8,2.37,0.81,1.71
Tom Martin,1219,0.7,0.22,0.15,0.1
Jorge Sosa,1228,-0.9,0.64,0.85,-0.01
Jason Standridge,1229,0.0,0.11,0.19,0.31
Tanyon Sturtze,1230,-0.3,0.45,0.04,0.4
Esteban Yan,1236,-0.5,0.07,0.35,0.0
Francisco Cordero,1243,1.3,0.5,0.75,1.0
Doug Davis,1244,2.8,1.76,2.1,3.68
Dan Kolb,1257,0.1,0.18,0.29,0.27
Chan Ho Park,1267,0.8,1.08,1.2,1.2
Kenny Rogers,1277,2.1,1.31,1.53,1.07
Scott Eyre,1300,0.2,0.72,0.38,0.48
Roy Halladay,1303,5.1,1.59,4.08,4.47
Esteban Loaiza,1310,2.4,2.19,6.0,3.49
Joaquin Benoit,1437,1.2,1.42,1.16,0.52
Brendan Donnelly,1441,0.2,0.2,0.37,-0.14
Aaron Harang,1451,5.7,2.94,3.38,3.96
Dan Miceli,1463,-0.3,-0.23,0.36,0.94
Guillermo Mota,1467,-0.3,0.5,0.57,0.33
Josh Towers,1489,-0.5,5.23,1.99,2.92
Zach Day,1496,0.0,-0.04,0.16,0.38
John Lackey,1507,5.3,2.4,4.78,4.78
Mike Maroth,1508,-0.1,2.53,2.33,4.21
Kirk Saarloos,1516,-0.4,0.8,0.78,1.09
Duaner Sanchez,1518,0.8,1.07,0.55,0.42
Brandon Backe,1529,0.4,1.13,1.17,0.84
Aaron Cook,1571,3.6,0.5,1.62,0.5
Mark Hendrickson,1574,2.1,1.31,2.29,1.25
Lance Carter,1592,-0.1,0.02,-0.23,-0.21
Jason Davis,1598,1.1,0.69,0.57,0.4
Josh Hancock,1606,0.2,0.65,0.04,0.19
Nate Robertson,1620,2.2,1.19,1.03,1.47
Salomon Torres,1628,1.1,0.55,0.66,0.58
Eric DuBose,1633,-0.2,0.1,-0.14,0.23
Cliff Lee,1636,2.3,3.1,2.79,1.74
Jose Contreras,1660,4.0,3.62,3.62,3.16
Javier Lopez,1663,-0.1,0.26,0.42,0.2
Jeremy Bonderman,1667,5.6,3.78,3.46,3.05
Kiko Calero,1676,1.5,0.08,0.08,0.02
Brandon Webb,1692,6.5,3.43,3.71,2.36
Chris Capuano,1701,4.0,1.83,1.31,0.78
Dontrelle Willis,1703,3.0,4.07,4.49,4.01
Todd Wellemeyer,1709,-0.2,0.2,0.16,-0.08
Jose Valverde,1726,0.9,0.96,0.93,1.35
Aaron Heilman,1751,1.7,0.5,0.5,0.1
Matt Miller,1754,-0.1,0.75,0.88,0.96
Dan Haren,1757,3.8,3.46,3.15,4.38
Mike Gallo,1759,-0.2,-0.06,-0.03,0.14
Kevin Correia,1767,1.0,0.5,0.5,-1.02
Rich Harden,1772,0.7,4.74,4.61,2.84
Sergio Mitre,1773,-0.1,0.28,0.55,0.26
Jimmy Gobble,1791,0.8,0.2,0.25,0.4
Kevin Gregg,1793,0.7,0.0,0.49,0.31
Michael Gonzalez,1794,1.3,0.7,0.86,0.73
J.J. Putz,1795,3.4,0.05,0.08,0.03
Neal Cotts,1797,-0.5,0.46,0.58,0.12
Jon Adkins,1799,0.3,-0.05,-0.08,0.09
Mike Wood,1806,-0.3,1.1,0.43,1.1
Geoff Geary,1813,1.2,-0.08,-0.03,0.05
Noah Lowry,1833,1.3,1.99,2.02,2.13
Vinnie Chulk,1838,0.3,0.23,0.28,0.52
John Grabow,1848,0.6,0.26,0.25,0.46
Ryan Madson,1852,0.9,0.64,0.66,1.0
Shawn Camp,1855,0.4,0.25,0.19,0.03
Michael Wuertz,1856,0.4,0.24,0.33,2.06
Allan Simpson,1864,0.0,0.16,0.19,0.25
Lenny DiNardo,1894,-0.3,-0.18,0.03,-0.15
Akinori Otsuka,1895,1.8,0.5,0.5,0.48
Greg Aquino,1899,0.0,0.18,-0.02,0.01
Jason Frasor,1906,0.2,0.68,0.66,0.93
Scott Proctor,1911,1.2,-0.01,0.06,0.05
Matt Thornton,1918,0.9,0.13,0.5,0.5
Brian Bruney,1929,0.2,0.03,0.16,0.17
Daniel Cabrera,1931,2.6,1.96,2.89,2.33
Scott Dohmann,1936,-0.7,0.07,0.19,0.17
Mike Adams,1937,-0.2,0.45,0.22,0.37
Zack Greinke,1943,0.0,2.09,1.69,1.69
Elizardo Ramirez,1946,1.4,0.71,0.74,0.7
Travis Hughes,2045,-0.2,0.29,-0.16,0.05
Jorge De La Rosa,2047,-0.3,0.16,0.2,0.12
Gustavo Chacin,2060,-0.4,1.98,2.06,2.51
Matt Guerrier,2061,0.0,0.53,0.2,0.3
Jeremy Guthrie,2072,-0.1,0.01,-0.09,0.16
Heath Bell,2080,0.1,0.43,0.15,0.25
Fernando Cabrera,2105,-0.2,0.5,0.5,0.5
Gary Majewski,2131,0.2,0.09,0.07,0.74
Yhency Brazoban,2150,0.1,0.03,0.04,0.06
Clint Nageotte,2156,-0.1,0.27,0.3,0.12
Justin Lehr,2163,0.0,-0.09,0.1,0.09
Chad Qualls,2170,0.2,0.82,1.08,0.26
Mike Gosling,2204,-0.1,0.0,0.48,0.01
Roberto Novoa,2217,-0.6,0.38,0.47,0.45
Ian Snell,2227,1.9,0.33,0.02,0.02
Jose Capellan,2236,0.0,0.17,0.35,0.01
Santiago Casilla,2873,0.0,0.09,0.5,0.85
Jeff Bajenaru,2920,-0.3,-0.04,-0.02,0.02
Chris Young,3196,2.2,1.79,1.8,1.87
Brad Hennessey,3720,-0.2,0.82,0.16,0.17
Brandon League,3731,0.6,-0.27,-0.3,-0.26
Kameron Loe,4422,0.7,0.38,0.57,0.35
Dave Bush,4635,3.8,0.33,0.34,0.59
Jeff Francis,4684,3.5,2.1,2.08,1.25
Brad Halsey,4760,0.1,2.24,1.96,1.98
Felix Hernandez,4772,3.3,1.2,1.2,1.2
John Maine,4773,0.9,0.08,0.5,0.5
Jesse Crain,4817,0.9,-0.35,-0.08,-0.08
Joe Blanton,4849,3.2,3.43,3.09,2.22
Scott Kazmir,4897,3.6,3.37,3.31,3.31
Abe Alvarez,6259,-0.2,0.5,0.5,0.5
George Sherrill,6291,0.9,0.16,-0.01,-0.01
