Name,playerid,real,kml2,kml3,pred
Collin Balester,6883,-0.5,0.33,0.4,-0.02
Johnny Cueto,6893,4.3,0.93,2.79,2.92
Luke Hochevar,6943,1.4,2.56,3.27,1.19
Bobby Cassevah,6950,-0.8,0.01,0.13,0.19
Drew Storen,6983,0.7,0.67,0.82,0.67
Ian Kennedy,6986,2.3,1.51,2.91,3.0
James Shields,7059,3.8,3.53,2.65,1.53
Dustin Moseley,7060,0.0,0.5,0.5,1.41
John Lannan,7080,0.4,0.5,0.5,0.54
Daniel Bard,7115,-0.7,0.5,0.76,0.53
Daniel Hudson,7146,0.0,6.65,5.79,5.48
Jonny Venters,7175,-0.1,0.32,0.89,0.13
Greg Holland,7196,2.3,1.12,1.3,0.3
Craig Stammen,7274,0.8,0.13,-0.02,0.21
Brad Ziegler,7293,0.6,0.62,0.74,0.28
J.A. Happ,7410,1.8,2.02,-0.18,1.01
Mark Lowe,7416,0.1,0.29,0.58,0.07
Wade Davis,7441,1.0,1.03,0.76,1.9
Gio Gonzalez,7448,5.0,2.74,2.47,3.52
Phil Hughes,7450,1.9,-0.18,0.9,1.37
Ryan Webb,7474,0.7,0.25,0.12,0.21
Mike Ekstrom,7488,0.2,0.15,0.02,0.38
Scott Elbert,7489,0.2,1.2,0.5,0.07
Jonathan Sanchez,7507,-0.7,0.5,0.59,1.03
Lucas Harrell,7541,2.7,0.15,0.34,0.23
Jake McGee,7550,1.9,0.23,0.33,0.06
Chris Leroux,7645,0.1,0.23,0.61,0.26
Jeff Gray,7718,-0.8,-0.04,0.05,0.04
Shawn Kelley,7773,0.5,0.37,0.13,0.13
Jerry Blevins,7841,0.1,0.35,0.04,-0.08
Tyson Ross,7872,0.3,0.5,0.5,0.5
Frank Herrmann,7960,0.3,-0.04,0.07,0.13
Ramon Ramirez,7986,0.1,0.29,0.38,0.27
Glen Perkins,8041,1.1,0.3,0.27,0.58
Yovani Gallardo,8173,2.0,4.14,4.87,3.73
Brett Anderson,8223,0.9,0.5,3.19,2.89
David Robertson,8241,1.5,0.5,0.83,1.28
Huston Street,8258,1.1,0.64,0.27,0.64
Casey Coleman,8270,-0.4,0.34,0.33,0.21
Tony Sipp,8280,0.0,0.36,0.28,0.33
Jared Burton,8346,0.9,0.0,0.14,0.24
Homer Bailey,8362,2.4,0.47,0.95,1.2
Brad Bergesen,8375,0.1,0.5,0.5,0.41
Jordan Norberto,8432,0.5,1.38,0.5,0.5
Edgmer Escalona,8574,-0.1,0.57,0.55,0.82
Philip Humber,8586,-0.3,2.23,0.6,1.48
Jeff Niemann,8591,0.8,0.2,1.79,1.59
Paul Maholm,8678,1.7,3.0,1.12,2.5
Justin Verlander,8700,6.9,4.39,4.37,4.68
Manny Acosta,8725,-0.4,0.2,-0.2,0.14
Daniel Schlereth,8739,-0.4,0.03,0.1,0.03
Andrew Cashner,8782,0.4,0.5,0.5,0.5
Ryan Perry,8799,-0.2,0.12,0.49,0.27
Antonio Bastardo,8844,0.8,1.04,0.72,0.77
Brandon Beachy,8851,1.1,3.02,2.87,3.0
Matt Reynolds,8887,-0.1,0.2,0.66,0.61
John Axford,9059,-0.1,1.66,1.51,2.0
Koji Uehara,9227,0.8,0.5,0.97,1.17
David Herndon,9264,0.1,-0.05,0.06,0.13
Brandon Morrow,9346,2.5,2.53,2.68,2.26
Josh Tomlin,9388,0.3,2.65,2.26,2.57
Kris Medlen,9417,3.2,0.95,0.54,0.42
Doug Fister,9425,3.5,3.75,4.68,5.37
Jeremy Jeffress,9490,0.0,0.24,-0.0,-0.07
Bud Norris,9492,1.7,2.73,1.6,0.71
Andrew Carpenter,9533,-0.2,0.02,0.16,0.22
P.J. Walters,9557,-0.1,0.2,0.14,-0.03
Mike McClendon,9587,-0.1,-0.07,-0.05,0.04
Burke Badenhop,9736,0.2,0.17,0.89,-0.05
Sergio Romo,9817,1.0,0.81,1.21,0.85
Michael Kirkman,9877,0.1,0.5,-0.21,-0.26
Travis Wood,9884,0.4,1.26,1.24,1.25
Garrett Olson,9889,0.0,-0.02,0.55,-0.01
Matt Maloney,9920,0.0,0.15,0.27,0.16
Bobby Parnell,9926,0.9,0.65,0.37,0.54
Brandon Kintzler,9939,0.1,0.16,-0.01,-0.05
Mike Dunn,9948,0.2,0.45,0.3,-0.02
Mike Minor,10021,0.7,0.55,0.55,2.39
Mike Leake,10130,1.2,2.23,2.62,2.18
Stephen Strasburg,10131,4.0,1.63,1.46,1.81
Ryota Igarashi,10232,0.0,0.49,0.39,0.38
Aroldis Chapman,10233,3.1,0.5,-0.67,0.6
Alexi Ogando,10261,0.9,1.45,2.58,2.42
