Name,playerid,real,kml2,kml3,pred
Frank Francisco,1933,1.1,1.46,1.21,0.66
Zack Greinke,1943,4.9,5.39,4.86,6.46
Denny Bautista,1947,-0.1,0.35,0.13,0.18
Tim Byrdak,1995,-0.2,0.2,-0.05,0.23
Saul Rivera,2027,-0.2,0.42,0.2,0.39
Clayton Kershaw,2036,4.5,1.8,1.27,0.5
Justin Masterson,2038,2.7,1.27,0.94,0.94
Jorge De La Rosa,2047,1.4,3.49,3.97,1.93
Matt Guerrier,2061,0.1,0.05,0.2,-0.32
Jose Veras,2063,0.1,0.6,0.47,0.43
Jeremy Guthrie,2072,2.4,0.5,2.16,3.69
Fernando Cabrera,2105,-0.3,0.17,-0.02,0.16
Chad Qualls,2170,0.0,0.55,0.73,0.34
Renyel Pinto,2180,-0.1,-0.09,0.61,0.25
Joel Hanrahan,2186,1.3,0.58,1.25,0.84
Brian Bass,2219,-0.1,0.06,0.06,0.06
Adam Wainwright,2233,5.0,5.28,4.08,5.03
Blaine Boyer,2237,-0.1,0.16,0.77,-0.01
Joel Peralta,2332,0.7,0.5,0.5,0.25
Todd Coffey,2467,-0.1,0.01,0.14,0.56
Enrique Gonzalez,2568,-0.3,0.58,0.23,-0.03
Robinson Tejeda,2575,0.9,0.9,0.67,0.59
Wandy Rodriguez,2586,3.5,2.59,2.09,4.36
Chris Sampson,2651,-0.6,0.84,0.67,0.69
Joba Chamberlain,2692,1.3,0.42,0.69,0.81
Rick Porcello,2717,1.9,0.98,1.02,1.33
Brian Sanches,2739,0.2,0.53,0.14,0.1
Jack Taschner,2766,-0.2,0.27,0.46,-0.1
Carlos Marmol,2790,2.7,0.97,1.06,0.52
Manny Corpas,2807,0.4,0.3,0.78,-0.32
Santiago Casilla,2873,0.6,0.35,0.92,0.05
Juan Oviedo,2886,1.4,0.28,0.33,-0.09
Sean Green,3001,-0.2,0.46,0.41,0.68
Doug Slaten,3107,0.3,0.05,0.07,-0.15
Luis Mendoza,3126,-0.6,-0.04,0.22,0.07
Max Scherzer,3137,4.0,1.99,2.03,2.01
Manny Delcarmen,3180,-0.6,0.5,0.29,0.4
David Price,3184,4.3,1.59,1.09,1.4
Josh Roenicke,3241,0.1,0.16,-0.08,0.38
Ryan Rowland-Smith,3245,-1.5,2.45,2.19,1.88
Jeff Samardzija,3254,-0.5,-0.03,0.04,0.31
Joe Smith,3281,-0.2,0.09,0.35,-0.08
Hiroki Kuroda,3283,4.2,1.91,1.44,0.6
Anibal Sanchez,3284,4.2,2.04,0.93,0.72
Alberto Castillo,3316,-0.4,0.43,0.57,-0.08
Darren O'Day,3321,1.1,0.22,0.39,0.37
Matt Garza,3340,2.1,1.99,2.69,5.17
Mitchell Boggs,3344,0.0,0.21,0.31,0.52
Ubaldo Jimenez,3374,5.9,4.61,4.48,4.94
Jensen Lewis,3384,0.3,0.13,0.36,0.06
Jonathan Albaladejo,3521,-0.1,0.21,0.18,0.25
Charlie Haeger,3545,-0.2,0.5,0.02,0.03
Clayton Richard,3551,2.2,1.2,1.44,1.77
C.J. Wilson,3580,4.3,1.07,0.39,0.36
Kyle Davies,3642,1.7,0.73,1.0,3.59
Jim Johnson,3656,0.6,0.35,0.15,0.66
Brandon League,3731,0.4,0.21,0.25,0.17
Ricky Nolasco,3830,2.2,2.67,2.98,3.57
Zach Duke,3840,0.2,2.69,1.94,2.13
Gavin Floyd,3886,4.2,2.61,2.97,5.03
Jason Bulger,3915,-0.1,0.53,-0.02,0.33
Doug Mathis,3944,-0.5,0.19,0.19,-0.05
Edward Mujica,3970,0.0,0.42,0.7,0.46
Rafael Perez,4078,0.4,0.06,0.4,0.11
Carlos Villanueva,4138,0.1,0.45,0.62,0.06
Jose Mijares,4140,0.3,0.43,1.09,0.82
Armando Galarraga,4222,0.7,0.5,0.5,0.5
Jered Weaver,4235,5.8,3.78,5.29,3.43
Micah Owings,4253,-0.1,0.5,1.0,1.0
Nick Blackburn,4270,0.1,2.0,2.87,3.72
Manny Parra,4279,-0.1,2.35,2.13,0.51
Matt Albers,4300,0.1,0.28,0.76,0.46
Lance Cormier,4346,-0.6,0.17,0.22,0.45
Joe Saunders,4366,1.2,1.93,1.94,0.3
Jesse Carlson,4391,-0.3,0.19,0.14,0.27
Jon Niese,4424,1.9,1.3,1.3,1.3
Dustin Nippert,4426,-0.2,0.09,-0.08,0.83
Matt Palmer,4457,0.0,-0.09,0.4,0.58
Scott Olsen,4529,0.3,0.5,-0.15,1.28
Randy Wells,4535,2.5,2.68,2.26,1.66
Jason Hammel,4538,3.2,1.63,1.7,2.49
Chris Smith,4544,0.1,0.45,0.02,0.2
Daniel Herrera,4552,0.1,0.77,0.68,0.68
Josh Johnson,4567,6.1,2.63,3.73,4.27
Tony Pena,4573,0.2,0.09,0.6,0.52
Matt Lindstrom,4604,0.2,0.34,0.33,0.45
Joe Thatcher,4620,1.0,0.44,0.58,0.84
Jason Bergmann,4640,-0.2,0.09,0.08,0.26
Charlie Morton,4676,-0.3,0.57,2.25,1.39
Ramon Troncoso,4685,-0.5,0.4,0.69,0.29
Joel Zumaya,4699,1.1,0.25,0.22,0.83
Matt Cain,4732,4.0,2.72,4.01,4.96
Felix Hernandez,4772,6.8,2.69,3.15,2.84
John Maine,4773,-0.3,1.66,1.26,1.12
Jesse Crain,4817,0.7,0.33,0.53,0.28
Edwar Ramirez,4830,-0.1,0.16,0.15,1.15
Clay Rapada,4831,-0.3,0.08,0.08,0.24
Kyle McClellan,4845,-0.2,0.29,0.34,0.47
Joe Blanton,4849,1.8,3.02,2.84,2.37
Peter Moylan,4891,-0.5,0.25,1.12,0.5
Scott Kazmir,4897,-1.0,3.37,2.9,2.79
Brad Thompson,4911,-0.3,0.13,0.41,0.37
Jon Lester,4930,5.0,5.5,5.38,5.39
Cole Hamels,4972,3.6,3.03,4.74,2.79
Evan Meek,5109,0.8,-0.05,0.11,0.23
Alfredo Aceves,5164,0.0,0.27,0.4,0.41
Mike Pelfrey,5203,2.8,1.71,1.87,3.26
Chris Perez,5213,1.1,-0.01,-0.04,0.37
Jesse Chavez,5448,-0.6,0.43,0.45,0.4
James McDonald,5523,1.5,0.29,0.49,0.46
Boone Logan,5525,0.3,0.3,0.07,0.02
Phil Coke,5535,1.1,0.39,0.86,0.57
Matt Harrison,5551,-0.1,0.5,0.42,0.5
Jair Jurrjens,5556,0.9,4.2,4.19,4.35
Jo-Jo Reyes,5559,-0.2,-1.39,-1.39,0.5
Josh Banks,5570,-0.1,0.19,0.2,0.5
Mitch Stetter,5579,-0.2,0.07,0.03,0.09
Leo Rosales,5618,-0.1,-0.01,0.31,0.22
Tyler Clippard,5640,1.2,0.36,0.29,0.84
Eric O'Flaherty,5746,0.4,0.18,0.48,0.16
Chad Billingsley,5842,4.1,2.53,4.81,4.13
Jason Motte,5861,0.5,0.49,0.36,0.54
Jeff Karstens,5879,0.3,0.42,0.66,0.1
Eddie Bonine,5890,0.0,0.17,0.19,0.24
Sean Marshall,5905,1.8,0.13,0.92,0.94
Pat Misch,5909,0.6,0.28,0.05,-0.18
Wesley Wright,5960,-0.1,1.38,1.38,1.38
Jonathan Papelbon,5975,1.0,2.39,2.0,1.6
Scott Baker,6176,2.5,4.42,2.83,2.13
Kyle Kendrick,6230,0.5,0.45,0.5,0.14
Tom Gorzelanny,6244,1.8,0.5,1.3,0.51
Aaron Laffey,6248,0.6,3.37,3.31,1.6
Scott Feldman,6283,1.2,2.5,2.75,3.69
George Sherrill,6291,-0.6,0.32,0.62,0.3
John Danks,6329,4.5,3.4,3.65,2.89
Rich Thompson,6422,0.1,0.35,0.38,0.34
Jeremy Accardo,6428,0.1,-0.01,0.05,0.3
Kevin Jepsen,6475,1.0,0.68,1.67,1.75
Brian Wilson,6485,2.5,0.55,1.24,0.7
Johnny Cueto,6893,2.5,1.35,2.08,2.04
Joakim Soria,6941,1.9,1.35,1.15,0.35
Ian Kennedy,6986,1.6,0.29,0.35,0.28
James Shields,7059,2.1,2.76,2.26,3.38
John Lannan,7080,0.7,2.18,2.64,2.41
Nick Masset,7267,0.9,0.49,0.6,0.7
Brad Ziegler,7293,0.1,0.38,0.78,0.81
Adam Russell,7334,0.2,0.18,0.35,0.37
Garrett Mock,7335,-0.2,0.8,0.64,0.63
J.A. Happ,7410,1.0,1.79,1.1,1.52
Mark Lowe,7416,0.0,0.05,0.35,1.44
Gio Gonzalez,7448,3.2,1.1,1.1,1.1
Mike Ekstrom,7488,0.0,0.02,0.17,0.15
Scott Elbert,7489,-0.1,0.42,0.17,0.36
Jonathan Sanchez,7507,2.1,0.81,2.36,1.39
Cla Meredith,7613,-0.4,-0.04,0.89,0.47
Andy Sonnanstine,7667,-0.1,1.82,1.87,0.5
Jeff Gray,7718,-0.1,-0.08,-0.14,-0.01
Hideki Okajima,7763,0.1,0.77,0.73,0.77
Jerry Blevins,7841,0.1,0.23,0.12,0.12
Ramon Ramirez,7986,0.2,0.47,0.63,0.5
Glen Perkins,8041,-0.1,0.43,0.5,0.61
Dallas Braden,8099,3.5,3.19,2.1,2.26
Brett Anderson,8223,2.5,3.85,4.01,3.84
David Robertson,8241,0.8,0.71,0.93,0.81
Billy Buckner,8253,-0.3,0.2,1.02,0.72
Huston Street,8258,0.8,1.1,1.89,1.63
Sean Gallagher,8261,-0.7,-0.35,0.45,0.5
Ross Ohlendorf,8268,1.0,0.58,0.58,0.99
Jared Burton,8346,0.0,0.22,0.54,0.09
Carlos Rosa,8529,-0.1,0.29,0.01,-0.27
Philip Humber,8586,0.3,0.18,0.09,0.47
Jeff Niemann,8591,1.4,1.22,1.06,2.09
Brandon Medders,8604,-0.2,0.2,0.23,0.06
Bobby Jenks,8645,1.4,0.45,0.72,0.25
Brian Stokes,8653,-0.4,-0.01,0.35,0.19
Paul Maholm,8678,1.8,3.39,2.72,3.05
Justin Verlander,8700,6.6,7.54,5.35,4.34
Manny Acosta,8725,0.3,0.03,0.03,-0.16
Brandon Morrow,9346,3.2,0.18,0.13,0.1
Kam Mickolio,9513,-0.1,0.0,-0.04,-0.2
Andrew Carpenter,9533,-0.1,0.36,0.32,0.13
Burke Badenhop,9736,0.3,0.45,0.31,0.26
Sergio Romo,9817,1.2,0.66,0.57,0.5
Kevin Slowey,9918,2.3,1.4,2.0,3.21
Bobby Parnell,9926,0.8,0.77,0.91,1.09
