Name,playerid,real,kml2,kml3,pred
Chris Bootcheck,1842,0.1,0.38,0.27,-0.02
John Grabow,1848,0.3,0.2,0.54,0.46
Ryan Madson,1852,1.2,0.64,1.05,0.61
Shawn Camp,1855,0.5,0.16,0.55,0.64
Michael Wuertz,1856,2.3,-0.01,0.26,0.45
Lenny DiNardo,1894,-0.1,0.18,1.05,0.07
Greg Aquino,1899,-0.2,0.42,-0.01,0.24
Jason Frasor,1906,1.4,0.11,0.11,0.53
Matt Thornton,1918,2.3,0.5,1.04,0.92
Brian Bruney,1929,0.0,-0.07,0.1,0.07
Daniel Cabrera,1931,-0.3,0.86,1.21,0.5
Zack Greinke,1943,8.6,1.99,3.88,3.69
Denny Bautista,1947,0.2,0.15,0.25,0.21
Tim Byrdak,1995,-0.5,-0.09,-0.01,0.43
Saul Rivera,2027,-0.5,0.07,0.5,0.32
Clayton Kershaw,2036,4.1,1.74,1.89,1.75
Jorge De La Rosa,2047,3.3,1.05,1.09,2.25
Matt Guerrier,2061,0.1,0.21,0.41,0.46
Jose Veras,2063,-0.3,0.38,0.53,0.09
Jeremy Guthrie,2072,1.3,3.43,1.58,2.7
Chien-Ming Wang,2074,0.1,1.39,0.87,1.94
Heath Bell,2080,2.2,0.77,0.93,0.8
Fernando Cabrera,2105,0.1,0.55,0.03,0.04
Angel Guzman,2145,0.1,0.27,0.14,0.35
Sean Henn,2147,-0.2,0.18,-0.01,0.34
Chad Qualls,2170,0.9,1.23,0.69,0.98
Dennis Sarfate,2174,0.0,0.27,0.37,0.19
Renyel Pinto,2180,0.1,-0.05,0.03,-0.08
Joel Hanrahan,2186,1.1,0.23,0.2,0.77
Ian Snell,2227,1.1,2.04,2.26,2.67
Adam Wainwright,2233,5.2,1.7,3.87,4.43
Blaine Boyer,2237,0.3,0.6,0.62,0.2
Joel Peralta,2332,0.0,0.45,0.3,-0.11
Todd Coffey,2467,0.8,0.11,-0.3,0.32
Robinson Tejeda,2575,1.2,0.48,-0.08,0.24
Wandy Rodriguez,2586,4.2,2.49,2.8,2.06
Chris Sampson,2651,0.7,-0.3,-0.32,-0.11
Dan Giese,2656,-0.3,0.5,0.35,0.39
Randy Messenger,2658,-0.1,0.25,0.21,-0.15
Brian Sanches,2739,0.3,-0.15,0.03,-0.13
Jack Taschner,2766,-0.2,0.06,-0.0,0.11
Carlos Marmol,2790,0.8,1.1,0.5,0.93
Manny Corpas,2807,0.4,1.19,1.69,1.11
Santiago Casilla,2873,-0.2,0.41,0.48,0.25
Juan Oviedo,2886,-0.8,0.17,0.54,0.39
Sean Green,3001,-0.1,0.92,0.82,0.74
Alberto Arias,3087,0.6,0.02,0.22,0.22
Doug Slaten,3107,0.0,0.03,0.08,0.04
Luis Mendoza,3126,-0.1,0.13,0.14,0.14
Manny Delcarmen,3180,0.0,0.47,0.25,0.47
Zach Miner,3193,0.4,0.31,0.33,0.6
Chris Young,3196,0.1,1.2,1.25,3.98
Ervin Santana,3200,0.8,5.47,4.18,5.44
Ryan Rowland-Smith,3245,1.8,0.3,0.88,0.61
Roberto Hernandez,3273,0.2,0.76,0.7,2.19
Joe Smith,3281,0.2,0.29,0.14,0.14
Hiroki Kuroda,3283,2.1,4.25,3.22,4.26
Anibal Sanchez,3284,0.7,0.5,0.25,0.4
Matt Garza,3340,2.8,2.33,1.74,2.32
Jon Meloan,3355,0.2,-0.15,0.01,0.17
Juan Morillo,3369,-0.1,0.43,0.34,0.9
Ubaldo Jimenez,3374,5.3,1.85,1.83,3.95
Jensen Lewis,3384,-0.3,0.29,0.57,0.56
Brian Burres,3425,0.1,0.5,0.5,0.5
Jonathan Albaladejo,3521,-0.3,0.17,0.01,0.11
Kevin Cameron,3523,0.2,0.65,0.74,0.74
Clay Buchholz,3543,0.7,0.35,0.5,0.26
Charlie Haeger,3545,-0.1,0.14,0.49,1.49
C.J. Wilson,3580,1.8,0.11,0.02,0.16
Kyle Davies,3642,0.4,3.29,1.59,0.74
Jim Johnson,3656,0.3,0.78,0.41,0.68
Jesse Litsch,3688,-0.2,1.91,1.92,1.7
Ricky Nolasco,3830,4.2,4.04,4.03,5.71
Zach Duke,3840,2.9,3.2,4.53,2.55
Gavin Floyd,3886,4.0,1.65,1.01,1.74
Jason Bulger,3915,0.6,0.12,0.15,0.37
Frankie de la Cruz,3920,-0.1,0.39,0.42,0.4
Jose Ascanio,3951,0.2,-0.02,-0.1,-0.11
Edward Mujica,3970,0.5,0.44,0.44,0.2
Edinson Volquez,3990,0.2,1.2,3.98,3.52
Yusmeiro Petit,4020,0.1,0.5,0.5,0.5
Rafael Perez,4078,-0.1,0.74,0.59,0.46
Carlos Villanueva,4138,0.5,0.5,0.5,0.59
Armando Galarraga,4222,0.6,0.84,0.81,0.91
Jered Weaver,4235,3.8,4.13,3.94,4.76
Micah Owings,4253,-0.2,0.53,0.73,0.61
Nick Blackburn,4270,2.4,1.96,0.8,0.99
Manny Parra,4279,0.7,3.0,2.35,2.5
Matt Albers,4300,0.6,0.5,0.23,0.11
Lance Cormier,4346,0.2,1.38,-0.1,0.17
Joe Saunders,4366,1.0,1.34,1.25,3.39
Dustin Nippert,4426,0.9,0.32,0.36,0.43
Jason Hammel,4538,3.5,0.63,0.24,0.14
Tony Pena,4573,0.7,0.39,0.13,0.46
Matt Lindstrom,4604,0.0,0.63,1.1,1.17
Joe Thatcher,4620,0.9,0.16,0.55,0.41
Dave Bush,4635,0.3,1.25,2.23,0.35
Jason Bergmann,4640,-0.1,0.2,1.24,0.95
Joel Zumaya,4699,-0.2,-0.1,-0.1,0.15
Matt Cain,4732,3.3,3.21,3.19,4.53
Felix Hernandez,4772,7.0,3.26,2.4,4.78
John Maine,4773,0.8,0.9,2.49,1.37
Jesse Crain,4817,0.2,0.13,0.33,0.87
Edwar Ramirez,4830,-0.4,0.6,0.24,0.69
Clay Rapada,4831,-0.1,0.13,0.15,0.08
Joe Blanton,4849,2.1,2.26,3.99,3.49
Peter Moylan,4891,1.1,0.31,0.29,0.04
Scott Kazmir,4897,2.2,3.8,1.65,3.06
Brad Thompson,4911,0.0,0.17,0.57,0.27
Jon Lester,4930,5.4,3.92,3.31,3.86
Cole Hamels,4972,3.7,6.34,3.35,2.77
Rick VandenHurk,5099,0.2,0.45,0.27,0.5
Mike Pelfrey,5203,1.9,1.98,1.67,3.68
Dana Eveland,5508,0.1,2.38,2.85,3.51
Boone Logan,5525,-0.1,0.5,0.5,0.5
Jair Jurrjens,5556,3.4,3.34,3.63,3.54
Jo-Jo Reyes,5559,0.0,0.86,-0.5,-0.5
Josh Banks,5570,-0.3,0.45,0.7,0.7
Mitch Stetter,5579,0.0,0.38,0.06,-0.05
Tyler Clippard,5640,0.1,0.49,0.87,0.87
Tim Lincecum,5705,7.5,4.43,5.43,5.3
Brian Bannister,5718,2.2,0.9,0.55,0.63
Eric O'Flaherty,5746,0.4,0.0,0.0,0.4
Chad Billingsley,5842,2.7,4.65,4.66,4.15
Radhames Liz,5843,-0.2,0.41,0.32,0.31
Sean Marshall,5905,0.8,0.08,0.64,0.11
Pat Misch,5909,-0.2,0.34,0.24,0.15
Takashi Saito,6021,0.3,0.9,0.5,0.89
Logan Kensing,6166,-0.6,0.24,0.94,0.19
Scott Baker,6176,3.4,1.46,2.64,1.84
Kyle Kendrick,6230,0.3,2.99,2.99,2.99
Aaron Laffey,6248,1.3,0.5,0.5,0.5
Scott Feldman,6283,2.9,0.39,0.35,-0.08
George Sherrill,6291,1.3,0.41,0.35,0.65
John Danks,6329,2.7,3.08,3.44,3.07
Rich Thompson,6422,-0.2,0.04,0.05,0.57
Jeremy Accardo,6428,-0.1,0.44,0.47,-0.06
Brian Wilson,6485,2.2,0.2,0.13,0.5
Andrew Miller,6785,0.7,2.63,2.84,2.34
Joakim Soria,6941,1.6,0.4,0.5,0.67
Luke Hochevar,6943,0.9,1.22,1.11,0.55
Ian Kennedy,6986,-0.1,0.5,0.5,0.5
Hong-Chih Kuo,7016,0.4,0.47,0.64,1.27
James Shields,7059,3.4,3.6,3.55,2.09
Dustin Moseley,7060,0.1,0.34,0.32,1.69
John Lannan,7080,1.4,1.0,1.0,1.0
Anthony Reyes,7105,0.1,0.07,0.42,-0.25
Nick Masset,7267,1.2,0.48,0.33,0.04
J.A. Happ,7410,1.6,0.39,0.24,0.33
Mark Lowe,7416,1.3,0.53,0.33,0.04
Jonathan Sanchez,7507,1.8,2.58,2.55,1.8
Cla Meredith,7613,0.2,0.72,-0.1,-0.06
Andy Sonnanstine,7667,0.0,2.19,2.19,2.09
Hideki Okajima,7763,0.6,0.59,0.58,0.59
Daisuke Matsuzaka,7775,0.3,3.45,2.84,2.8
Jerry Blevins,7841,0.3,0.35,0.18,0.23
Ramon Ramirez,7986,0.3,1.1,0.6,0.62
Eric Stults,8011,0.5,0.5,-0.19,0.0
Kevin Hart,8079,0.2,0.06,0.06,0.23
J.P. Howell,8245,0.7,0.9,0.46,0.9
Billy Buckner,8253,0.5,0.34,0.26,0.34
Sean Gallagher,8261,0.1,0.3,0.3,0.25
Ross Ohlendorf,8268,1.6,0.23,0.46,0.63
Jared Burton,8346,0.2,0.06,0.07,0.0
Brian Wolfe,8515,-0.4,-0.03,-0.01,0.15
Philip Humber,8586,-0.1,0.07,0.13,0.16
Phil Dumatrait,8598,-0.6,0.81,1.89,0.56
Brandon Medders,8604,0.3,0.2,-0.04,-0.19
Bobby Jenks,8645,0.2,0.75,0.71,0.2
Brian Stokes,8653,0.0,0.06,-0.04,-0.18
Paul Maholm,8678,3.7,2.59,2.12,3.15
Jorge Campillo,8686,0.0,2.35,1.39,2.59
Justin Verlander,8700,8.5,1.99,4.24,3.67
Manny Acosta,8725,-0.1,0.13,0.01,-0.03
Brandon Morrow,9346,0.3,0.69,0.18,0.17
Lance Broadway,9885,0.3,-0.29,0.09,0.01
Garrett Olson,9889,-0.6,0.58,0.41,0.5
Chris Volstad,9901,0.0,0.8,0.8,0.8
Kevin Slowey,9918,1.4,3.13,2.69,2.72
