Name,playerid,real,pred
Matt Thornton,1918,2.3,1.04
Brian Bruney,1929,0.0,0.1
Daniel Cabrera,1931,-0.3,1.21
Frank Francisco,1933,1.1,1.07
Zack Greinke,1943,8.6,3.88
Denny Bautista,1947,0.2,0.25
Tim Byrdak,1995,-0.5,-0.01
Saul Rivera,2027,-0.5,0.5
Clayton Kershaw,2036,4.1,1.89
Jorge De La Rosa,2047,3.3,1.09
Matt Guerrier,2061,0.1,0.41
Jose Veras,2063,-0.3,0.53
Jeremy Guthrie,2072,1.3,1.58
Chien-Ming Wang,2074,0.1,0.87
Heath Bell,2080,2.2,0.93
Fernando Cabrera,2105,0.1,0.03
Angel Guzman,2145,0.1,0.14
Sean Henn,2147,-0.2,-0.01
Chad Qualls,2170,0.9,0.69
Dennis Sarfate,2174,0.0,0.37
Renyel Pinto,2180,0.1,0.03
Joel Hanrahan,2186,1.1,0.2
Ian Snell,2227,1.1,2.26
Adam Wainwright,2233,5.2,3.87
Blaine Boyer,2237,0.3,0.62
Joel Peralta,2332,0.0,0.3
Todd Coffey,2467,0.8,-0.3
Enrique Gonzalez,2568,-0.1,0.06
Robinson Tejeda,2575,1.2,-0.08
Wandy Rodriguez,2586,4.2,2.8
Chris Sampson,2651,0.7,-0.32
Dan Giese,2656,-0.3,0.35
Randy Messenger,2658,-0.1,0.21
Brian Sanches,2739,0.3,0.03
Jack Taschner,2766,-0.2,-0.0
Carlos Marmol,2790,0.8,0.5
Manny Corpas,2807,0.4,1.69
Santiago Casilla,2873,-0.2,0.48
Juan Oviedo,2886,-0.8,0.54
Sean Green,3001,-0.1,0.82
Alberto Arias,3087,0.6,0.22
Doug Slaten,3107,0.0,0.08
Luis Mendoza,3126,-0.1,0.14
Manny Delcarmen,3180,0.0,0.25
Zach Miner,3193,0.4,0.33
Chris Young,3196,0.1,1.25
Ervin Santana,3200,0.8,4.18
Ryan Rowland-Smith,3245,1.8,0.88
Roberto Hernandez,3273,0.2,0.7
Joe Smith,3281,0.2,0.14
Hiroki Kuroda,3283,2.1,3.22
Anibal Sanchez,3284,0.7,0.25
Matt Garza,3340,2.8,1.74
Jon Meloan,3355,0.2,0.01
Juan Morillo,3369,-0.1,0.34
Ubaldo Jimenez,3374,5.3,1.83
Jensen Lewis,3384,-0.3,0.57
Brian Burres,3425,0.1,0.5
Jonathan Albaladejo,3521,-0.3,0.01
Kevin Cameron,3523,0.2,0.74
Clay Buchholz,3543,0.7,0.5
Charlie Haeger,3545,-0.1,0.49
C.J. Wilson,3580,1.8,0.02
Kyle Davies,3642,0.4,1.59
Jim Johnson,3656,0.3,0.41
Jesse Litsch,3688,-0.2,1.92
Brandon League,3731,0.8,0.36
Ricky Nolasco,3830,4.2,4.03
Zach Duke,3840,2.9,4.53
Gavin Floyd,3886,4.0,1.01
Jason Bulger,3915,0.6,0.15
Frankie de la Cruz,3920,-0.1,0.42
Jose Ascanio,3951,0.2,-0.1
Edward Mujica,3970,0.5,0.44
Edinson Volquez,3990,0.2,3.98
Yusmeiro Petit,4020,0.1,0.5
Rafael Perez,4078,-0.1,0.59
Carlos Villanueva,4138,0.5,0.5
Armando Galarraga,4222,0.6,0.81
Jered Weaver,4235,3.8,3.94
Micah Owings,4253,-0.2,0.73
Nick Blackburn,4270,2.4,0.8
Manny Parra,4279,0.7,2.35
Matt Albers,4300,0.6,0.23
Lance Cormier,4346,0.2,-0.1
Joe Saunders,4366,1.0,1.25
Dustin Nippert,4426,0.9,0.36
Scott Olsen,4529,0.2,0.15
Jason Hammel,4538,3.5,0.24
Josh Johnson,4567,5.6,0.96
Tony Pena,4573,0.7,0.13
Matt Lindstrom,4604,0.0,1.1
Joe Thatcher,4620,0.9,0.55
Dave Bush,4635,0.3,2.23
Jason Bergmann,4640,-0.1,1.24
Brandon McCarthy,4662,1.0,0.5
Joel Zumaya,4699,-0.2,-0.1
Matt Cain,4732,3.3,3.19
Felix Hernandez,4772,7.0,2.4
John Maine,4773,0.8,2.49
Jesse Crain,4817,0.2,0.33
Edwar Ramirez,4830,-0.4,0.24
Clay Rapada,4831,-0.1,0.15
Joe Blanton,4849,2.1,3.99
Peter Moylan,4891,1.1,0.29
Scott Kazmir,4897,2.2,1.65
Brad Thompson,4911,0.0,0.57
Jon Lester,4930,5.4,3.31
Cole Hamels,4972,3.7,3.35
Rick VandenHurk,5099,0.2,0.27
Mike Pelfrey,5203,1.9,1.67
Dana Eveland,5508,0.1,2.85
Boone Logan,5525,-0.1,0.5
Jair Jurrjens,5556,3.4,3.63
Jo-Jo Reyes,5559,0.0,-0.5
Josh Banks,5570,-0.3,0.7
Mitch Stetter,5579,0.0,0.06
Tyler Clippard,5640,0.1,0.87
Tim Lincecum,5705,7.5,5.43
Brian Bannister,5718,2.2,0.55
Eric O'Flaherty,5746,0.4,0.0
Chad Billingsley,5842,2.7,4.66
Radhames Liz,5843,-0.2,0.32
Jeff Karstens,5879,0.5,0.3
Sean Marshall,5905,0.8,0.64
Pat Misch,5909,-0.2,0.24
Jonathan Papelbon,5975,1.9,1.05
Takashi Saito,6021,0.3,0.5
Logan Kensing,6166,-0.6,0.94
Scott Baker,6176,3.4,2.64
Kyle Kendrick,6230,0.3,2.99
Aaron Laffey,6248,1.3,0.5
Scott Feldman,6283,2.9,0.35
George Sherrill,6291,1.3,0.35
John Danks,6329,2.7,3.44
Rich Thompson,6422,-0.2,0.05
Jeremy Accardo,6428,-0.1,0.47
Brian Wilson,6485,2.2,0.13
Andrew Miller,6785,0.7,2.84
Joakim Soria,6941,1.6,0.5
Luke Hochevar,6943,0.9,1.11
Ian Kennedy,6986,-0.1,0.5
Hong-Chih Kuo,7016,0.4,0.64
James Shields,7059,3.4,3.55
Dustin Moseley,7060,0.1,0.32
John Lannan,7080,1.4,1.0
Anthony Reyes,7105,0.1,0.42
Nick Masset,7267,1.2,0.33
J.A. Happ,7410,1.6,0.24
Mark Lowe,7416,1.3,0.33
Jonathan Sanchez,7507,1.8,2.55
Cla Meredith,7613,0.2,-0.1
Andy Sonnanstine,7667,0.0,2.19
Hideki Okajima,7763,0.6,0.58
Daisuke Matsuzaka,7775,0.3,2.84
Jerry Blevins,7841,0.3,0.18
Ramon Ramirez,7986,0.3,0.6
Eric Stults,8011,0.5,-0.19
Kevin Hart,8079,0.2,0.06
Dallas Braden,8099,2.9,0.5
J.P. Howell,8245,0.7,0.46
Billy Buckner,8253,0.5,0.26
Sean Gallagher,8261,0.1,0.3
Ross Ohlendorf,8268,1.6,0.46
Jared Burton,8346,0.2,0.07
Brian Wolfe,8515,-0.4,-0.01
Philip Humber,8586,-0.1,0.13
Phil Dumatrait,8598,-0.6,1.89
Brandon Medders,8604,0.3,-0.04
Bobby Jenks,8645,0.2,0.71
Brian Stokes,8653,0.0,-0.04
Paul Maholm,8678,3.7,2.12
Jorge Campillo,8686,0.0,1.39
Justin Verlander,8700,8.5,4.24
Manny Acosta,8725,-0.1,0.01
Brandon Morrow,9346,0.3,0.18
Lance Broadway,9885,0.3,0.09
Garrett Olson,9889,-0.6,0.41
Chris Volstad,9901,0.0,0.8
Kevin Slowey,9918,1.4,2.69
