Name,playerid,real,pred
Dan Giese,2656,-0.3,0.39
Randy Messenger,2658,-0.1,-0.15
Brian Sanches,2739,0.3,-0.13
Jack Taschner,2766,-0.2,0.11
Carlos Marmol,2790,0.8,0.93
Manny Corpas,2807,0.4,1.11
Santiago Casilla,2873,-0.2,0.25
Juan Oviedo,2886,-0.8,0.39
Sean Green,3001,-0.1,0.74
Alberto Arias,3087,0.6,0.22
Doug Slaten,3107,0.0,0.04
Luis Mendoza,3126,-0.1,0.14
Yorman Bazardo,3143,0.0,0.57
Manny Delcarmen,3180,0.0,0.47
Zach Miner,3193,0.4,0.6
Chris Young,3196,0.1,3.98
Ervin Santana,3200,0.8,5.44
Ryan Rowland-Smith,3245,1.8,0.61
Roberto Hernandez,3273,0.2,2.19
Joe Smith,3281,0.2,0.14
Hiroki Kuroda,3283,2.1,4.26
Anibal Sanchez,3284,0.7,0.4
Matt Garza,3340,2.8,2.32
Jon Meloan,3355,0.2,0.17
Juan Morillo,3369,-0.1,0.9
Ubaldo Jimenez,3374,5.3,3.95
Jensen Lewis,3384,-0.3,0.56
Brian Burres,3425,0.1,0.5
Jonathan Albaladejo,3521,-0.3,0.11
Kevin Cameron,3523,0.2,0.74
Clay Buchholz,3543,0.7,0.26
Charlie Haeger,3545,-0.1,1.49
C.J. Wilson,3580,1.8,0.16
Kyle Davies,3642,0.4,0.74
Jim Johnson,3656,0.3,0.68
Jesse Litsch,3688,-0.2,1.7
Brandon League,3731,0.8,0.16
Ryan Speier,3808,0.0,0.28
Ricky Nolasco,3830,4.2,5.71
Zach Duke,3840,2.9,2.55
Gavin Floyd,3886,4.0,1.74
Jason Bulger,3915,0.6,0.37
Frankie de la Cruz,3920,-0.1,0.4
Jose Ascanio,3951,0.2,-0.11
Edward Mujica,3970,0.5,0.2
Edinson Volquez,3990,0.2,3.52
Yusmeiro Petit,4020,0.1,0.5
Rafael Perez,4078,-0.1,0.46
Carlos Villanueva,4138,0.5,0.59
Armando Galarraga,4222,0.6,0.91
Jered Weaver,4235,3.8,4.76
Micah Owings,4253,-0.2,0.61
Nick Blackburn,4270,2.4,0.99
Manny Parra,4279,0.7,2.5
Matt Albers,4300,0.6,0.11
Lance Cormier,4346,0.2,0.17
Joe Saunders,4366,1.0,3.39
Dan Meyer,4402,0.5,-0.03
Dustin Nippert,4426,0.9,0.43
Scott Olsen,4529,0.2,1.59
Jason Hammel,4538,3.5,0.14
Josh Johnson,4567,5.6,1.94
Tony Pena,4573,0.7,0.46
Matt Lindstrom,4604,0.0,1.17
Joe Thatcher,4620,0.9,0.41
Dave Bush,4635,0.3,0.35
Jason Bergmann,4640,-0.1,0.95
Joel Zumaya,4699,-0.2,0.15
Matt Cain,4732,3.3,4.53
Jonathan Broxton,4759,2.6,1.15
Felix Hernandez,4772,7.0,4.78
John Maine,4773,0.8,1.37
Matt Capps,4788,-0.1,1.3
Jesse Crain,4817,0.2,0.87
Edwar Ramirez,4830,-0.4,0.69
Clay Rapada,4831,-0.1,0.08
Joe Blanton,4849,2.1,3.49
Peter Moylan,4891,1.1,0.04
Scott Kazmir,4897,2.2,3.06
Brad Thompson,4911,0.0,0.27
Jon Lester,4930,5.4,3.86
Cole Hamels,4972,3.7,2.77
Bryan Bullington,5066,0.0,-0.6
Rick VandenHurk,5099,0.2,0.5
Mike Pelfrey,5203,1.9,3.68
Dana Eveland,5508,0.1,3.51
Boone Logan,5525,-0.1,0.5
Jair Jurrjens,5556,3.4,3.54
Jo-Jo Reyes,5559,0.0,-0.5
Josh Banks,5570,-0.3,0.7
Mitch Stetter,5579,0.0,-0.05
Tyler Clippard,5640,0.1,0.87
Tim Lincecum,5705,7.5,5.3
Brian Bannister,5718,2.2,0.63
Eric O'Flaherty,5746,0.4,0.4
Chad Billingsley,5842,2.7,4.15
Radhames Liz,5843,-0.2,0.31
Jeff Karstens,5879,0.5,0.28
Sean Marshall,5905,0.8,0.11
Pat Misch,5909,-0.2,0.15
Jonathan Papelbon,5975,1.9,1.45
Takashi Saito,6021,0.3,0.89
Logan Kensing,6166,-0.6,0.19
Scott Baker,6176,3.4,1.84
Kyle Kendrick,6230,0.3,2.99
Tom Gorzelanny,6244,0.7,-0.3
Aaron Laffey,6248,1.3,0.5
Scott Feldman,6283,2.9,-0.08
George Sherrill,6291,1.3,0.65
John Danks,6329,2.7,3.07
Rich Thompson,6422,-0.2,0.57
Jeremy Accardo,6428,-0.1,-0.06
Brian Wilson,6485,2.2,0.5
Andrew Miller,6785,0.7,2.34
Joakim Soria,6941,1.6,0.67
Luke Hochevar,6943,0.9,0.55
Ian Kennedy,6986,-0.1,0.5
Hong-Chih Kuo,7016,0.4,1.27
James Shields,7059,3.4,2.09
Dustin Moseley,7060,0.1,1.69
John Lannan,7080,1.4,1.0
Anthony Reyes,7105,0.1,-0.25
Nick Masset,7267,1.2,0.04
J.A. Happ,7410,1.6,0.33
Mark Lowe,7416,1.3,0.04
Jonathan Sanchez,7507,1.8,1.8
Cla Meredith,7613,0.2,-0.06
Andy Sonnanstine,7667,0.0,2.09
Hideki Okajima,7763,0.6,0.59
Daisuke Matsuzaka,7775,0.3,2.8
Jerry Blevins,7841,0.3,0.23
Ramon Ramirez,7986,0.3,0.62
Eric Stults,8011,0.5,0.0
Glen Perkins,8041,0.7,0.98
Kevin Hart,8079,0.2,0.23
Dallas Braden,8099,2.9,0.5
J.P. Howell,8245,0.7,0.9
Billy Buckner,8253,0.5,0.34
Huston Street,8258,1.5,1.0
Sean Gallagher,8261,0.1,0.25
Ross Ohlendorf,8268,1.6,0.63
Jared Burton,8346,0.2,0.0
Brian Wolfe,8515,-0.4,0.15
Philip Humber,8586,-0.1,0.16
Phil Dumatrait,8598,-0.6,0.56
Brandon Medders,8604,0.3,-0.19
Bobby Jenks,8645,0.2,0.2
Brian Stokes,8653,0.0,-0.18
Paul Maholm,8678,3.7,3.15
Jorge Campillo,8686,0.0,2.59
Justin Verlander,8700,8.5,3.67
Manny Acosta,8725,-0.1,-0.03
Brandon Morrow,9346,0.3,0.17
Lance Broadway,9885,0.3,0.01
Garrett Olson,9889,-0.6,0.5
Chris Volstad,9901,0.0,0.8
Kevin Slowey,9918,1.4,2.72
