Name,playerid,real,pred
Chad Durbin,1442,0.2,0.34
Randy Flores,1446,-0.6,0.02
Guillermo Mota,1467,0.2,0.5
Jon Rauch,1475,1.3,1.33
John Lackey,1507,3.4,3.65
Oliver Perez,1514,-1.1,1.92
Aaron Cook,1571,1.1,1.83
Pedro Feliciano,1601,0.8,0.18
Nate Robertson,1620,0.5,0.14
Cliff Lee,1636,7.4,2.59
Francisco Rodriguez,1642,1.5,0.89
Brian Tallet,1646,-1.3,0.97
Russ Springer,1652,0.0,0.38
Javier Lopez,1663,0.5,0.25
Wil Ledezma,1669,0.2,0.11
Trever Miller,1672,0.1,0.6
Claudio Vargas,1695,-0.1,0.13
Dontrelle Willis,1703,-0.2,1.2
Todd Wellemeyer,1709,-0.8,0.5
Jose Valverde,1726,0.6,1.04
Aaron Heilman,1751,-0.1,0.03
Dan Haren,1757,3.6,3.69
Kevin Correia,1767,0.1,2.1
Rich Harden,1772,-0.6,0.91
Chad Gaudin,1783,-1.0,3.3
Kevin Gregg,1793,0.8,-0.06
Michael Gonzalez,1794,0.7,0.48
J.J. Putz,1795,1.5,0.5
Matt Belisle,1837,2.0,0.72
Edwin Jackson,1841,3.2,2.97
John Grabow,1848,-0.4,0.19
Ryan Madson,1852,1.2,1.01
Shawn Camp,1855,0.2,1.48
Michael Wuertz,1856,-0.1,1.44
David Aardsma,1902,0.3,1.13
Jason Frasor,1906,0.9,0.88
Matt Thornton,1918,2.2,0.33
Brian Bruney,1929,-0.2,0.48
Frank Francisco,1933,1.1,1.21
Zack Greinke,1943,4.9,4.86
Denny Bautista,1947,-0.1,0.13
Tim Byrdak,1995,-0.2,-0.05
Saul Rivera,2027,-0.2,0.2
Clayton Kershaw,2036,4.5,1.27
Justin Masterson,2038,2.7,0.94
Jorge De La Rosa,2047,1.4,3.97
Matt Guerrier,2061,0.1,0.2
Jose Veras,2063,0.1,0.47
Jeremy Guthrie,2072,2.4,2.16
Heath Bell,2080,2.3,0.5
Fernando Cabrera,2105,-0.3,-0.02
Chad Qualls,2170,0.0,0.73
Renyel Pinto,2180,-0.1,0.61
Joel Hanrahan,2186,1.3,1.25
Brian Bass,2219,-0.1,0.06
Ian Snell,2227,-0.5,1.33
Adam Wainwright,2233,5.0,4.08
Blaine Boyer,2237,-0.1,0.77
Joel Peralta,2332,0.7,0.5
Todd Coffey,2467,-0.1,0.14
Enrique Gonzalez,2568,-0.3,0.23
Robinson Tejeda,2575,0.9,0.67
Wandy Rodriguez,2586,3.5,2.09
Chris Sampson,2651,-0.6,0.67
Joba Chamberlain,2692,1.3,0.69
Rick Porcello,2717,1.9,1.02
Brian Sanches,2739,0.2,0.14
Jack Taschner,2766,-0.2,0.46
Carlos Marmol,2790,2.7,1.06
Manny Corpas,2807,0.4,0.78
Santiago Casilla,2873,0.6,0.92
Juan Oviedo,2886,1.4,0.33
Sean Green,3001,-0.2,0.41
Doug Slaten,3107,0.3,0.07
Luis Mendoza,3126,-0.6,0.22
Max Scherzer,3137,4.0,2.03
Manny Delcarmen,3180,-0.6,0.29
David Price,3184,4.3,1.09
Ervin Santana,3200,2.1,0.3
Josh Roenicke,3241,0.1,-0.08
Ryan Rowland-Smith,3245,-1.5,2.19
Jeff Samardzija,3254,-0.5,0.04
Roberto Hernandez,3273,3.0,0.5
Joe Smith,3281,-0.2,0.35
Hiroki Kuroda,3283,4.2,1.44
Anibal Sanchez,3284,4.2,0.93
Alberto Castillo,3316,-0.4,0.57
Darren O'Day,3321,1.1,0.39
Matt Garza,3340,2.1,2.69
Mitchell Boggs,3344,0.0,0.31
Ubaldo Jimenez,3374,5.9,4.48
Jensen Lewis,3384,0.3,0.36
Jonathan Albaladejo,3521,-0.1,0.18
Clay Buchholz,3543,3.1,1.79
Charlie Haeger,3545,-0.2,0.02
Clayton Richard,3551,2.2,1.44
C.J. Wilson,3580,4.3,0.39
Kyle Davies,3642,1.7,1.0
Jim Johnson,3656,0.6,0.15
Brandon League,3731,0.4,0.25
Ricky Nolasco,3830,2.2,2.98
Zach Duke,3840,0.2,1.94
Gavin Floyd,3886,4.2,2.97
Jason Bulger,3915,-0.1,-0.02
Doug Mathis,3944,-0.5,0.19
Edward Mujica,3970,0.0,0.7
Edinson Volquez,3990,0.7,1.93
Rafael Perez,4078,0.4,0.4
Carlos Villanueva,4138,0.1,0.62
Jose Mijares,4140,0.3,1.09
Armando Galarraga,4222,0.7,0.5
Jered Weaver,4235,5.8,5.29
Micah Owings,4253,-0.1,1.0
Nick Blackburn,4270,0.1,2.87
Manny Parra,4279,-0.1,2.13
Matt Albers,4300,0.1,0.76
Lance Cormier,4346,-0.6,0.22
Joe Saunders,4366,1.2,1.94
Jesse Carlson,4391,-0.3,0.14
Dan Meyer,4402,-0.3,0.35
Jon Niese,4424,1.9,1.3
Dustin Nippert,4426,-0.2,-0.08
Michael Bowden,4440,0.0,0.36
Matt Palmer,4457,0.0,0.4
Scott Olsen,4529,0.3,-0.15
Randy Wells,4535,2.5,2.26
Jason Hammel,4538,3.2,1.7
Chris Smith,4544,0.1,0.02
Daniel Herrera,4552,0.1,0.68
Josh Johnson,4567,6.1,3.73
Tony Pena,4573,0.2,0.6
Matt Lindstrom,4604,0.2,0.33
Joe Thatcher,4620,1.0,0.58
Dave Bush,4635,-0.4,0.5
Jason Bergmann,4640,-0.2,0.08
Charlie Morton,4676,-0.3,2.25
Ramon Troncoso,4685,-0.5,0.69
Joel Zumaya,4699,1.1,0.22
Matt Cain,4732,4.0,4.01
Felix Hernandez,4772,6.8,3.15
John Maine,4773,-0.3,1.26
Matt Capps,4788,1.1,0.5
Rich Hill,4806,0.1,0.5
Jesse Crain,4817,0.7,0.53
Edwar Ramirez,4830,-0.1,0.15
Clay Rapada,4831,-0.3,0.08
Kyle McClellan,4845,-0.2,0.34
Joe Blanton,4849,1.8,2.84
Peter Moylan,4891,-0.5,1.12
Scott Kazmir,4897,-1.0,2.9
Brad Thompson,4911,-0.3,0.41
Jon Lester,4930,5.0,5.38
Cole Hamels,4972,3.6,4.74
Bryan Bullington,5066,0.0,0.04
Franklin Morales,5088,-0.6,0.5
Rick VandenHurk,5099,0.1,0.5
Evan Meek,5109,0.8,0.11
Alfredo Aceves,5164,0.0,0.4
Mike Pelfrey,5203,2.8,1.87
Chris Perez,5213,1.1,-0.04
Jesse Chavez,5448,-0.6,0.45
Dana Eveland,5508,0.0,0.65
James McDonald,5523,1.5,0.49
Boone Logan,5525,0.3,0.07
Phil Coke,5535,1.1,0.86
Matt Harrison,5551,-0.1,0.42
Jair Jurrjens,5556,0.9,4.19
Jo-Jo Reyes,5559,-0.2,-1.39
Josh Banks,5570,-0.1,0.2
Mitch Stetter,5579,-0.2,0.03
Leo Rosales,5618,-0.1,0.31
Tyler Clippard,5640,1.2,0.29
Eric O'Flaherty,5746,0.4,0.48
Chad Billingsley,5842,4.1,4.81
Jason Motte,5861,0.5,0.36
Jeff Karstens,5879,0.3,0.66
Eddie Bonine,5890,0.0,0.19
Sean Marshall,5905,1.8,0.92
Pat Misch,5909,0.6,0.05
Wesley Wright,5960,-0.1,1.38
Jonathan Papelbon,5975,1.0,2.0
Takashi Saito,6021,1.2,-0.3
Scott Baker,6176,2.5,2.83
Kyle Kendrick,6230,0.5,0.5
Tom Gorzelanny,6244,1.8,1.3
Aaron Laffey,6248,0.6,3.31
Scott Feldman,6283,1.2,2.75
George Sherrill,6291,-0.6,0.62
John Danks,6329,4.5,3.65
Rich Thompson,6422,0.1,0.38
Jeremy Accardo,6428,0.1,0.05
Kevin Jepsen,6475,1.0,1.67
Brian Wilson,6485,2.5,1.24
Andrew Miller,6785,-0.4,1.39
Johnny Cueto,6893,2.5,2.08
Joakim Soria,6941,1.9,1.15
Ian Kennedy,6986,1.6,0.35
Hong-Chih Kuo,7016,2.3,0.79
James Shields,7059,2.1,2.26
John Lannan,7080,0.7,2.64
Nick Masset,7267,0.9,0.6
Brad Ziegler,7293,0.1,0.78
Adam Russell,7334,0.2,0.35
Garrett Mock,7335,-0.2,0.64
J.A. Happ,7410,1.0,1.1
Mark Lowe,7416,0.0,0.35
Gio Gonzalez,7448,3.2,1.1
Mike Ekstrom,7488,0.0,0.17
Scott Elbert,7489,-0.1,0.17
Jonathan Sanchez,7507,2.1,2.36
Cla Meredith,7613,-0.4,0.89
Andy Sonnanstine,7667,-0.1,1.87
Jeff Gray,7718,-0.1,-0.14
Hideki Okajima,7763,0.1,0.73
Daisuke Matsuzaka,7775,2.1,1.76
Jerry Blevins,7841,0.1,0.12
Ramon Ramirez,7986,0.2,0.63
Glen Perkins,8041,-0.1,0.5
Dallas Braden,8099,3.5,2.1
Brett Anderson,8223,2.5,4.01
David Robertson,8241,0.8,0.93
Billy Buckner,8253,-0.3,1.02
Huston Street,8258,0.8,1.89
Sean Gallagher,8261,-0.7,0.45
Ross Ohlendorf,8268,1.0,0.58
Jared Burton,8346,0.0,0.54
Carlos Rosa,8529,-0.1,0.01
Philip Humber,8586,0.3,0.09
Jeff Niemann,8591,1.4,1.06
Brandon Medders,8604,-0.2,0.23
Bobby Jenks,8645,1.4,0.72
Brian Stokes,8653,-0.4,0.35
Paul Maholm,8678,1.8,2.72
Justin Verlander,8700,6.6,5.35
Manny Acosta,8725,0.3,0.03
Tommy Hanson,9129,3.6,2.91
Brandon Morrow,9346,3.2,0.13
Kam Mickolio,9513,-0.1,-0.04
Andrew Carpenter,9533,-0.1,0.32
Burke Badenhop,9736,0.3,0.31
Sergio Romo,9817,1.2,0.57
Garrett Olson,9889,-0.1,0.0
Kevin Slowey,9918,2.3,2.0
Bobby Parnell,9926,0.8,0.91
