Name,playerid1,1ySeason,W,L,SV,G,GS,IP,Kd9,BBd9,HRd9,BABIP,LOBp,ERA,FIP15,Age,CG,ShO,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,KdBB,AVG,WHIP,FIP33,RAR,WAR,WPA,nWPA,pWPA,RE24,REW,pLI,gmLI,exLI,Pulls,WPAdLI,Clutch,SD,MD,ERAm,FIPm,RA9WAR,BIPWins,LOBWins,FDPWins,KBBp,kwERA,TTOp,playerid58,ServiceTime,FutureWAR,prediction
Gene Garber,1004493,1984,3,6,11,62,0,106.0,4.67,2.04,0.59,0.27,0.705,3.06,3.32,36,0,0,443,103,45,36,7,24,9,2,1,1,55,2.29,0.247,1.2,3.32,8.0,0.9,-0.22,-7.83,7.6,1.96,0.1,1.06,1.21,1.53,20,0.88,-1.1,12,14,80,89,0.9,0.3,-0.2,0.0,0.07,3.66,0.194,1004493,5,0.8,4
Gene Garber,1004493,1985,6,6,1,59,0,97.1,6.1,2.31,0.74,0.292,0.738,3.61,3.23,37,0,0,409,98,41,39,8,25,8,2,1,0,66,2.64,0.257,1.26,3.23,7.5,0.8,0.88,-5.97,6.84,9.73,1.02,1.01,0.88,1.13,28,1.18,-0.31,15,7,94,85,0.7,-0.3,0.2,-0.1,0.1,3.34,0.242,1004493,6,2.0,4
Gene Garber,1004493,1986,5,5,24,61,0,78.0,6.46,2.31,0.35,0.305,0.797,2.54,2.64,38,0,0,319,76,23,22,3,20,7,1,4,0,56,2.8,0.255,1.23,2.64,18.1,2.0,2.09,-8.12,10.22,9.25,0.94,1.71,1.89,1.73,13,0.53,0.69,30,9,64,67,2.6,-0.5,1.1,0.6,0.113,3.4,0.248,1004493,7,0.7,4
Gene Garber,1004493,1987,8,10,18,62,0,83.2,5.49,3.12,0.86,0.323,0.726,4.09,4.01,39,0,0,375,100,44,38,8,29,10,2,4,0,51,1.76,0.291,1.54,4.01,7.0,0.7,-0.71,-13.4,12.68,-1.74,-0.35,2.02,2.02,2.93,7,-0.64,0.29,23,17,94,94,0.4,-0.8,0.5,-0.3,0.059,4.38,0.235,1004493,8,-0.3,4
Ramon Garcia,1004511,1991,4,4,0,16,15,78.1,4.6,3.56,1.49,0.268,0.661,5.4,5.26,21,0,0,332,79,50,47,13,31,2,2,0,2,40,1.29,0.264,1.4,5.26,-1.1,-0.1,-0.7,-6.52,5.82,-6.35,-0.69,1.0,0.82,1.53,16,-0.16,-0.55,0,0,135,130,-0.3,0.3,-0.5,-0.2,0.027,4.36,0.253,1004511,1,-0.7,4
Ramon Garcia,1004511,1996,4,4,4,37,2,75.2,4.76,2.5,2.02,0.277,0.608,6.66,6.11,26,0,0,326,84,58,56,17,21,3,6,2,1,40,1.9,0.281,1.39,6.11,-7.9,-0.7,0.63,-5.42,6.05,-4.41,-0.41,0.99,1.49,1.24,23,-0.45,1.09,14,7,129,123,-0.8,0.4,-0.5,-0.1,0.058,4.81,0.239,1004511,2,0.8,4
Mike Gardiner,1004516,1991,9,10,0,22,22,130.0,6.3,3.25,1.25,0.3,0.668,4.85,4.34,25,0,0,562,140,79,70,18,47,2,0,1,0,91,1.94,0.272,1.44,4.34,11.8,1.2,-1.93,-10.57,8.64,-13.44,-1.41,0.91,0.86,1.03,22,-0.85,-1.26,0,0,113,107,0.5,-0.4,-0.3,-0.7,0.078,3.75,0.278,1004516,1,1.0,4
Mike Gardiner,1004516,1992,4,10,0,28,18,130.2,5.44,3.99,0.83,0.275,0.638,4.75,4.15,26,0,0,566,126,78,69,12,58,2,2,8,0,79,1.36,0.249,1.41,4.15,9.6,1.0,-1.51,-10.82,9.31,-9.87,-1.0,1.01,1.18,1.13,25,-0.14,-1.36,4,4,115,104,0.1,0.2,-1.2,-0.9,0.037,4.04,0.263,1004516,2,0.0,4
Mike Gardiner,1004516,1993,2,3,0,34,2,49.1,4.56,4.74,0.55,0.29,0.615,4.93,4.41,27,0,0,224,52,33,27,3,26,3,1,2,0,25,0.96,0.264,1.58,4.41,-0.2,0.0,-0.34,-3.59,3.25,-3.15,-0.37,0.93,1.03,0.93,30,-0.01,-0.36,8,5,121,108,-0.7,0.0,-0.6,-0.6,-0.005,5.01,0.241,1004516,3,-0.1,4
Mark Gardner,1004529,1990,7,9,0,27,26,152.2,7.96,3.6,0.77,0.274,0.758,3.42,3.52,28,3,3,642,129,62,58,13,61,5,9,2,4,135,2.21,0.226,1.24,3.52,20.8,2.3,0.52,-10.09,10.61,4.32,0.62,0.96,0.93,1.04,23,0.09,0.45,0,1,90,95,2.8,0.2,0.3,0.5,0.115,3.23,0.326,1004529,1,0.8,4
Mark Gardner,1004529,1991,9,11,0,27,27,168.1,5.72,4.01,0.91,0.249,0.721,3.85,4.31,29,0,0,692,139,78,72,17,75,1,4,2,1,107,1.43,0.227,1.27,4.31,8.1,0.8,-0.65,-14.02,13.37,-7.71,-0.73,1.11,0.88,1.68,27,0.25,-0.83,0,0,106,117,1.8,1.1,-0.2,0.9,0.046,4.13,0.288,1004529,2,1.9,4
Mark Gardner,1004529,1992,12,10,0,33,30,179.2,6.61,3.01,0.75,0.292,0.692,4.36,3.55,30,0,0,778,179,91,87,15,60,2,9,2,0,132,2.2,0.252,1.33,3.55,17.1,1.9,-0.08,-13.9,13.82,-8.35,-0.95,1.05,0.91,1.48,32,-0.1,0.03,0,1,126,103,0.4,-0.6,-0.9,-1.6,0.093,3.37,0.266,1004529,3,-0.1,4
Mark Gardner,1004529,1993,4,6,0,17,16,91.2,5.3,3.53,1.67,0.272,0.619,6.19,5.53,31,0,0,387,92,65,63,17,36,0,4,2,0,54,1.5,0.265,1.4,5.53,-1.3,-0.1,-1.19,-7.47,6.28,-14.59,-1.52,0.91,0.84,0.97,17,-0.63,-0.67,0,0,140,130,-0.3,0.3,-0.5,-0.2,0.047,4.4,0.277,1004529,4,0.4,4
Mark Gardner,1004529,1994,4,4,0,20,14,92.1,5.56,2.92,1.36,0.287,0.692,4.87,4.87,32,0,0,391,97,53,50,14,30,2,1,3,1,57,1.9,0.269,1.38,4.87,4.5,0.4,-0.62,-6.56,5.94,-6.62,-0.59,0.87,0.87,0.97,17,-0.46,-0.26,1,2,116,114,0.4,0.2,-0.2,0.0,0.069,4.52,0.258,1004529,5,0.4,4
Mark Gardner,1004529,1995,5,5,1,39,11,102.1,7.65,3.78,1.23,0.309,0.706,4.49,4.59,33,1,1,456,109,60,51,14,43,5,5,3,1,87,2.02,0.267,1.49,4.59,4.1,0.4,-0.11,-8.51,8.4,-2.72,-0.29,1.05,1.09,1.13,31,-0.73,0.63,9,6,108,109,0.1,-0.4,0.0,-0.3,0.097,4.15,0.316,1004529,6,1.4,4
Mark Gardner,1004529,1996,12,7,0,30,28,179.1,7.28,2.86,1.41,0.316,0.709,4.42,4.67,34,4,1,782,200,105,88,28,57,3,8,2,0,145,2.54,0.279,1.43,4.67,14.7,1.4,-1.13,-13.3,12.16,-14.01,-1.43,0.91,0.87,1.09,26,-1.38,0.14,1,0,107,109,0.7,-1.0,0.3,-0.7,0.113,4.16,0.294,1004529,7,1.4,4
Mark Gardner,1004529,1997,12,9,0,30,30,180.1,6.79,2.84,1.4,0.295,0.745,4.29,4.58,35,2,1,764,188,92,86,28,57,6,1,2,3,136,2.39,0.266,1.36,4.58,14.5,1.4,-0.14,-13.8,13.66,0.9,0.17,0.98,0.87,1.35,28,0.2,-0.35,0,0,107,110,1.8,-0.2,0.5,0.4,0.103,4.12,0.289,1004529,8,2.0,4
Mark Gardner,1004529,1998,13,6,0,33,33,212.0,6.41,2.76,1.23,0.274,0.72,4.33,4.5,36,4,2,886,203,106,102,29,65,5,6,5,1,151,2.32,0.249,1.26,4.5,20.6,2.0,0.11,-14.12,14.23,6.1,0.59,0.89,0.87,1.05,29,0.43,-0.3,0,0,107,106,2.3,1.2,-0.9,0.2,0.097,4.25,0.277,1004529,9,-0.2,4
Mark Gardner,1004529,1999,5,11,0,29,21,139.0,5.57,3.69,1.75,0.264,0.615,6.47,5.82,37,1,0,613,142,103,100,27,57,2,8,3,1,86,1.51,0.259,1.43,5.82,-2.2,-0.2,-2.54,-10.6,8.07,-23.24,-2.4,0.81,0.89,0.81,26,-1.71,-1.41,2,2,148,128,-1.1,1.1,-1.9,-0.9,0.047,4.98,0.277,1004529,10,2.0,4
Mark Gardner,1004529,2000,11,7,0,30,20,149.0,5.56,2.54,0.97,0.29,0.724,4.05,4.24,38,0,0,634,155,72,67,16,42,2,5,2,1,92,2.19,0.264,1.32,4.24,21.4,2.0,1.25,-8.89,10.15,6.2,0.67,0.84,0.88,0.82,27,1.01,0.48,2,3,91,94,2.5,0.2,0.2,0.4,0.079,4.65,0.237,1004529,11,-0.3,4
Wes Gardner,1004532,1987,3,6,10,49,1,89.2,7.03,4.22,1.71,0.3,0.736,5.42,5.25,26,0,0,401,98,55,54,17,42,7,2,4,0,70,1.67,0.275,1.56,5.25,-7.4,-0.7,0.62,-8.66,9.28,-3.39,-0.4,1.26,1.41,1.82,20,-0.42,0.91,14,10,118,120,-0.2,-0.2,0.7,0.5,0.07,4.25,0.322,1004532,1,0.9,4
Wes Gardner,1004532,1988,8,6,2,36,18,149.0,6.4,3.87,1.03,0.237,0.771,3.5,4.18,27,1,0,620,119,61,58,17,64,2,3,5,0,106,1.66,0.215,1.23,4.18,8.8,0.9,0.96,-8.27,9.22,19.11,1.77,0.82,0.96,1.14,23,1.56,-0.41,7,1,86,108,2.8,1.5,0.4,1.9,0.068,3.7,0.302,1004532,2,0.7,4
Wes Gardner,1004532,1989,3,7,0,22,16,86.0,8.48,4.92,1.05,0.343,0.618,5.97,4.06,28,0,0,393,97,64,57,10,47,7,1,3,0,81,1.72,0.281,1.67,4.06,6.5,0.7,-2.08,-7.76,5.68,-24.04,-2.56,0.93,1.02,1.21,20,-1.51,-0.74,0,1,148,106,-1.1,-1.0,-0.8,-1.8,0.087,3.43,0.351,1004532,3,0.8,4
Wayne Garland,1004538,1980,6,9,0,25,20,150.1,3.29,2.87,1.08,0.274,0.688,4.61,4.65,29,4,1,657,163,85,77,18,48,2,6,5,0,55,1.15,0.27,1.4,4.65,6.0,0.6,-0.8,-10.97,10.17,-4.88,-0.55,0.88,0.79,1.03,20,-0.42,-0.48,1,2,114,115,0.5,0.4,-0.5,-0.1,0.011,4.24,0.184,1004538,1,0.0,4
Scott Garrelts,1004546,1983,2,2,0,5,5,35.2,4.04,4.79,1.01,0.257,0.888,2.52,5.08,21,1,1,154,33,11,10,4,19,4,2,4,1,16,0.84,0.248,1.46,5.08,-1.2,-0.1,0.36,-2.52,2.88,4.72,0.54,1.07,0.88,1.4,4,-0.13,0.47,0,0,71,139,1.0,0.2,0.9,1.1,-0.02,4.72,0.253,1004546,1,-0.8,4
Scott Garrelts,1004546,1984,2,3,0,21,3,43.0,6.7,7.12,1.26,0.293,0.656,5.65,5.54,22,0,0,206,45,33,27,6,34,1,1,3,0,32,0.94,0.263,1.84,5.54,-8.0,-0.8,-2.03,-4.65,2.62,-14.55,-1.55,1.01,1.06,1.15,16,-0.72,-1.29,2,8,162,156,-1.2,-0.1,-0.3,-0.4,-0.01,4.61,0.35,1004546,2,2.1,4
Scott Garrelts,1004546,1985,9,6,13,74,0,105.2,9.03,4.94,0.17,0.26,0.745,2.3,2.66,23,0,0,454,76,37,27,2,58,12,3,7,1,106,1.83,0.193,1.27,2.66,19.0,2.1,-0.24,-10.91,10.67,4.05,0.33,1.51,1.66,1.66,30,1.31,-1.47,28,17,66,72,1.7,0.5,-0.9,-0.4,0.106,3.27,0.366,1004546,3,1.5,4
Scott Garrelts,1004546,1986,13,9,10,53,18,173.2,6.48,3.83,0.88,0.255,0.79,3.11,3.92,24,2,0,717,144,65,60,17,74,11,2,9,1,125,1.69,0.225,1.26,3.92,13.9,1.5,2.6,-14.78,17.38,8.1,1.03,1.36,1.53,1.65,25,1.02,0.88,16,8,87,105,3.4,1.1,0.8,1.9,0.071,3.9,0.301,1004546,4,1.8,4
Scott Garrelts,1004546,1987,11,7,12,64,0,106.1,10.75,4.66,0.85,0.254,0.757,3.22,3.26,25,0,0,428,70,41,38,10,55,4,0,5,1,127,2.31,0.188,1.18,3.26,17.3,1.8,0.64,-14.13,14.77,12.0,1.16,1.95,1.84,2.45,21,1.29,-0.97,26,17,83,80,1.9,0.6,-0.5,0.1,0.168,3.07,0.449,1004546,5,1.3,4
Scott Garrelts,1004546,1988,5,9,13,65,0,98.0,7.9,4.22,0.28,0.279,0.695,3.58,2.88,26,0,0,413,80,42,39,3,46,10,2,6,4,86,1.87,0.219,1.29,2.88,11.7,1.3,-1.99,-11.08,9.09,-4.76,-0.48,1.46,1.65,2.16,25,0.48,-1.84,16,20,107,82,0.0,0.0,-1.3,-1.3,0.097,3.35,0.327,1004546,6,3.8,4
Scott Garrelts,1004546,1989,14,5,0,30,29,193.1,5.54,2.14,0.51,0.234,0.763,2.28,2.99,27,2,1,766,149,58,49,11,46,3,0,7,2,119,2.59,0.207,1.01,2.99,33.5,3.8,2.57,-10.21,12.78,24.5,2.72,0.9,0.93,1.45,28,2.52,0.33,1,0,68,83,5.3,2.1,-0.7,1.4,0.095,3.33,0.23,1004546,7,1.1,4
Jerry Garvin,1004558,1980,4,7,8,61,0,82.2,5.66,2.94,0.65,0.255,0.835,2.29,3.42,24,0,0,336,70,23,21,6,27,7,0,0,0,52,1.93,0.227,1.17,3.42,12.2,1.3,1.16,-6.8,7.96,18.06,1.85,1.26,1.91,1.88,37,1.17,-0.25,21,15,54,83,3.2,0.5,1.4,1.9,0.074,3.47,0.253,1004558,1,0.5,4
Jerry Garvin,1004558,1981,1,2,0,35,4,53.0,4.25,3.91,0.51,0.253,0.756,3.4,3.69,25,0,0,221,46,20,20,3,23,4,0,3,0,25,1.09,0.232,1.3,3.69,4.5,0.5,-0.68,-3.88,3.2,4.38,0.43,0.97,1.2,1.53,24,0.11,-0.81,3,5,88,97,0.9,0.2,0.2,0.5,0.009,3.97,0.231,1004558,2,-0.3,4
Dave Geisel,1004603,1982,1,1,0,16,2,31.2,6.25,4.83,1.71,0.274,0.845,3.98,5.59,27,0,0,142,32,15,14,6,17,2,2,0,1,22,1.29,0.26,1.55,5.59,-3.3,-0.3,-0.8,-2.13,1.33,-1.91,-0.2,0.6,0.69,1.31,10,-0.17,-1.15,1,2,93,134,0.2,0.0,0.5,0.5,0.035,4.03,0.317,1004603,1,0.4,4
Dave Geisel,1004603,1983,0,3,5,47,0,52.1,8.6,5.33,0.69,0.301,0.699,4.64,3.73,28,0,0,230,47,28,27,4,31,5,2,2,1,50,1.61,0.239,1.49,3.73,4.2,0.4,-1.1,-4.34,3.24,-2.47,-0.29,0.97,1.6,2.38,31,0.32,-1.45,7,12,109,92,0.1,-0.2,-0.2,-0.4,0.083,3.49,0.37,1004603,2,1.1,4
Bob Gibson,1004663,1983,3,4,2,27,7,80.2,5.13,5.13,0.67,0.252,0.712,3.9,4.33,26,0,0,357,71,40,35,6,46,2,1,5,1,46,1.0,0.229,1.45,4.33,1.0,0.1,-2.49,-7.24,4.76,-8.06,-0.81,0.93,0.96,1.45,11,-0.4,-2.27,2,7,100,112,0.4,0.7,-0.4,0.3,0.0,4.49,0.275,1004663,1,-0.3,4
Bob Gibson,1004663,1984,2,5,0,18,9,69.0,7.04,6.13,1.3,0.254,0.692,4.96,5.13,27,1,1,312,61,43,38,10,47,2,0,5,1,54,1.15,0.23,1.57,5.13,-2.8,-0.3,-1.22,-5.13,3.92,-6.47,-0.65,0.8,0.77,0.85,13,-0.93,-0.59,1,1,128,131,-0.4,0.5,-0.6,-0.1,0.022,4.23,0.356,1004663,2,-0.4,4
Paul Gibson,1004671,1988,4,2,0,40,1,92.0,4.89,3.33,0.59,0.258,0.778,2.93,3.7,28,0,0,390,83,33,30,6,34,8,2,3,1,50,1.47,0.234,1.27,3.7,4.7,0.5,0.83,-2.58,3.42,6.8,0.86,0.48,0.85,0.6,22,0.29,1.46,7,3,76,94,1.3,0.5,0.2,0.8,0.041,4.02,0.231,1004671,1,0.8,4
Paul Gibson,1004671,1989,4,8,0,45,13,132.0,5.25,3.89,0.75,0.28,0.685,4.64,4.11,29,0,0,573,129,71,68,11,57,12,6,4,1,77,1.35,0.253,1.41,4.11,7.3,0.8,-0.86,-10.79,9.93,-4.56,-0.55,1.06,1.26,1.43,29,-0.22,-0.6,8,6,120,105,0.1,0.2,-0.9,-0.7,0.035,4.05,0.253,1004671,2,-0.2,4
Paul Gibson,1004671,1990,5,4,3,61,0,97.1,5.18,4.07,0.92,0.286,0.831,3.05,4.38,30,0,0,422,99,36,33,10,44,12,1,1,1,56,1.27,0.263,1.47,4.38,-1.5,-0.2,0.22,-6.98,7.2,9.81,0.94,1.02,1.46,1.59,44,0.45,-0.24,22,16,78,109,1.7,-0.1,2.0,1.8,0.028,4.27,0.261,1004671,3,-0.4,4
Paul Gibson,1004671,1991,5,7,8,68,0,96.0,4.88,4.5,0.94,0.32,0.752,4.59,4.72,31,0,0,432,112,51,49,10,48,8,3,4,0,52,1.08,0.294,1.67,4.72,-3.9,-0.4,-0.56,-9.98,9.42,-3.32,-0.4,1.24,1.46,1.74,40,-0.73,0.27,22,19,111,113,-0.1,-1.0,1.3,0.3,0.009,4.58,0.255,1004671,4,-0.1,4
Paul Gibson,1004671,1992,0,1,0,43,1,62.0,7.11,3.63,1.02,0.328,0.681,5.23,3.88,32,0,0,273,70,37,36,7,25,0,0,1,0,49,1.96,0.282,1.53,3.88,-0.9,-0.1,-1.3,-3.31,2.02,-14.27,-1.61,0.52,0.7,1.14,31,-1.26,-1.25,2,11,150,111,-0.9,-0.8,0.0,-0.8,0.088,3.43,0.297,1004671,5,0.5,4
Jerry Don Gleaton,1004772,1981,4,7,0,20,13,85.1,3.27,4.01,1.05,0.271,0.684,4.75,4.8,23,1,0,369,88,50,45,10,38,2,2,3,0,31,0.82,0.267,1.48,4.8,1.8,0.2,-1.4,-5.98,4.58,-11.01,-1.26,0.79,0.82,1.69,16,-1.09,-0.69,1,2,126,122,-0.1,0.0,-0.4,-0.3,-0.019,4.31,0.214,1004772,1,0.6,4
Jerry Don Gleaton,1004772,1987,4,4,5,48,0,50.2,7.82,4.97,0.71,0.254,0.629,4.26,3.82,29,0,0,210,38,28,24,4,28,3,0,4,1,44,1.57,0.209,1.3,3.82,5.7,0.6,1.41,-3.89,5.31,7.48,0.73,1.37,1.65,1.77,26,0.94,0.08,11,7,95,88,0.1,0.4,-0.8,-0.4,0.076,4.17,0.362,1004772,2,0.3,4
Jerry Don Gleaton,1004772,1988,0,4,3,42,0,38.0,6.87,4.03,0.47,0.274,0.717,3.55,3.51,30,0,0,164,33,17,15,2,17,1,3,2,0,29,1.71,0.229,1.32,3.51,2.8,0.3,0.19,-3.69,3.88,8.88,0.94,1.28,1.75,2.36,22,0.17,-0.02,10,8,89,93,0.3,0.1,0.0,0.0,0.073,3.64,0.293,1004772,3,1.1,4
Jerry Don Gleaton,1004772,1990,1,3,13,57,0,82.2,6.1,2.72,0.54,0.242,0.759,2.94,3.26,32,0,0,325,62,27,27,5,25,2,3,2,1,56,2.24,0.209,1.05,3.26,10.5,1.1,2.01,-4.19,6.21,18.39,1.93,1.02,1.35,1.36,23,1.34,0.63,21,5,75,81,1.8,0.8,-0.1,0.7,0.095,3.47,0.265,1004772,4,0.0,4
Jerry Don Gleaton,1004772,1991,3,2,2,47,0,75.1,5.62,4.66,0.84,0.296,0.736,4.06,4.37,33,0,0,319,74,37,34,7,39,8,0,1,1,47,1.21,0.264,1.5,4.37,0.4,0.0,1.33,-5.34,6.67,7.01,0.68,1.15,1.31,1.32,31,0.62,0.54,13,10,98,105,0.3,-0.3,0.6,0.3,0.025,4.39,0.292,1004772,5,-0.6,4
Ed Glynn,1004789,1980,3,3,1,38,0,52.1,5.5,3.96,0.86,0.262,0.708,4.13,4.09,27,0,0,228,49,26,24,5,23,4,0,1,0,32,1.39,0.239,1.38,4.09,-2.0,-0.2,0.34,-2.88,3.22,-4.55,-0.5,0.85,1.05,1.16,27,-0.13,0.54,7,8,116,114,-0.3,0.2,-0.3,0.0,0.04,3.89,0.263,1004789,1,0.4,4
Greg Gohr,1004803,1994,2,2,0,8,6,34.0,5.56,5.56,0.79,0.289,0.72,4.5,4.9,26,0,0,159,36,19,17,3,21,1,0,2,1,21,1.0,0.261,1.68,4.9,3.8,0.3,0.19,-2.63,2.82,0.61,0.06,1.07,0.98,1.29,7,-0.06,0.24,1,0,93,101,0.5,0.1,0.0,0.1,0.0,5.34,0.283,1004803,1,-0.4,4
Dave Goltz,1004818,1980,7,11,1,35,27,171.1,4.78,3.1,0.63,0.322,0.691,4.31,3.63,31,2,2,739,198,91,82,12,59,3,0,3,1,91,1.54,0.291,1.5,3.63,17.9,2.0,-1.73,-14.82,13.09,-13.37,-1.49,1.06,1.01,1.65,31,-1.29,-0.34,4,2,123,100,0.2,-2.0,0.2,-1.8,0.043,3.84,0.219,1004818,1,1.0,4
Dave Goltz,1004818,1981,2,7,1,26,8,77.0,5.61,2.92,0.47,0.326,0.713,4.09,3.0,32,0,0,319,83,35,35,4,25,3,0,2,1,48,1.92,0.282,1.4,3.0,8.8,1.0,-2.11,-6.93,4.81,-5.47,-0.61,0.99,1.43,1.16,23,-0.54,-1.61,5,7,120,89,0.3,-1.0,0.3,-0.8,0.072,3.21,0.241,1004818,2,1.5,4
Dave Goltz,1004818,1982,8,6,3,30,8,89.2,5.22,3.21,0.4,0.287,0.641,4.12,3.24,33,1,0,382,88,47,41,4,32,1,1,2,0,52,1.63,0.252,1.34,3.24,14.6,1.5,-0.37,-6.62,6.25,-2.77,-0.33,0.95,0.96,1.02,12,0.39,-0.78,9,4,102,77,0.3,-0.2,-1.1,-1.3,0.052,3.82,0.23,1004818,3,-0.6,4
Pat Gomez,1004824,1993,1,2,0,27,1,31.2,7.39,5.4,0.57,0.34,0.684,5.12,3.97,25,0,0,144,35,19,18,2,19,4,0,2,0,26,1.37,0.28,1.71,3.97,1.4,0.1,-0.42,-1.82,1.4,-3.42,-0.27,0.71,0.7,0.79,21,0.11,-0.7,1,1,127,95,-0.2,-0.4,0.0,-0.4,0.049,4.38,0.326,1004824,1,-0.1,4
Dwight Gooden,1004852,1984,17,9,0,31,31,218.0,11.39,3.01,0.29,0.296,0.725,2.6,1.69,19,7,3,879,161,72,63,7,73,2,2,3,7,276,3.78,0.2,1.07,1.69,65.9,8.3,4.35,-13.06,17.41,29.91,3.4,1.07,0.87,1.13,24,4.2,-0.14,0,0,74,49,5.5,-0.6,-2.2,-2.8,0.231,1.73,0.405,1004852,1,8.9,4
Dwight Gooden,1004852,1985,24,4,0,35,35,276.2,8.72,2.24,0.42,0.259,0.869,1.53,2.13,20,16,8,1065,198,51,47,13,69,4,2,6,2,268,3.88,0.199,0.97,2.13,73.1,8.9,9.46,-14.82,24.28,70.42,7.88,1.15,0.88,1.42,19,6.2,2.02,0,0,44,58,12.8,1.0,2.8,3.9,0.187,2.3,0.329,1004852,2,4.8,4
