Name,playerid,WAR1,WAR2,WAR3,WAR4,WAR5,WAR6,WAR7,WAR8,WAR9,WAR10
Steve Trachsel,898,1.5,0.7,1.6,1.7,1.8,2.5,2.4,2.0,2.1,1.8
Ian Kennedy,6986,-0.2,1.6,4.4,2.3,0.4,2.8,0.4,1.9,0.0,1.0
Don McMahon,1008629,-0.7,0.2,0.9,-0.5,0.8,0.1,0.1,0.3,0.8,0.9
Joe Hesketh,1005747,0.8,3.3,0.7,1.2,-0.1,0.2,1.3,1.9,0.3,2.3
Matt Young,1014385,3.3,1.3,3.5,1.7,1.1,-0.1,3.7,1.4,0.2,-0.1
Barry Zito,944,2.1,4.8,4.5,4.4,3.1,3.0,2.2,1.6,1.3,2.0
Mike Timlin,1187,1.5,0.7,0.2,0.2,1.3,1.4,0.6,1.8,0.3,0.1
Ryan Madson,1852,1.3,0.8,0.9,0.4,1.2,1.2,1.2,1.8,0.9,0.4
Jeff Brantley,1001358,-0.1,1.4,-0.2,0.3,-0.6,1.0,0.2,1.2,-0.5,-0.5
Mark Eichhorn,1003712,0.4,4.9,0.8,0.0,0.5,2.1,1.9,1.6,1.0,1.6
Jack McDowell,1008473,1.4,2.9,5.2,4.8,5.2,4.9,3.5,3.5,0.5,0.9
Dave Stieb,1012532,1.6,4.3,2.9,4.8,5.1,5.6,4.5,0.8,2.5,3.1
Rick Aguilera,1000086,2.0,1.6,1.6,3.6,1.3,1.5,0.8,1.0,0.8,1.3
Dick Ruthven,1011330,1.4,3.4,0.4,3.9,2.1,3.4,1.6,3.2,1.6,2.2
Scott Downs,773,1.0,0.4,1.0,0.5,1.1,1.0,0.8,1.1,0.6,0.2
Trevor Hoffman,1035,0.4,1.6,0.1,2.9,2.3,3.1,2.2,2.6,0.3,2.0
Wilson Alvarez,1193,-0.2,-0.6,2.7,2.8,1.5,4.2,3.8,1.3,1.8,0.0
Jim Acker,1000030,0.3,0.6,-0.1,1.5,0.2,-0.3,1.9,0.3,-0.8,-0.2
Gene Garber,1004493,1.0,-0.1,0.4,1.8,2.3,1.2,1.1,0.9,0.7,2.2
Bruce Hurst,1006222,0.0,0.4,2.6,1.8,3.3,4.2,3.5,3.8,5.2,4.0
Tippy Martinez,1008200,-0.4,0.4,0.3,0.5,2.2,1.6,0.6,1.8,1.2,0.2
Javier Lopez,1663,0.7,0.2,0.1,0.1,0.5,0.4,0.5,0.7,-0.4,0.3
Scott Feldman,6283,0.3,-0.4,0.6,2.9,1.2,0.2,2.3,2.2,1.2,0.8
Larry Dierker,1003288,1.8,2.4,2.1,1.9,7.3,3.6,3.3,3.3,2.9,0.9
Dave Righetti,1010958,3.5,2.9,5.4,2.6,2.7,3.0,1.2,1.4,1.2,-0.4
Bob Stanley,1012409,1.7,2.3,4.0,2.5,0.3,2.0,2.3,1.1,0.7,0.8
Dennis Leonard,1007531,2.4,3.8,7.9,4.7,2.5,3.5,3.7,0.3,1.2,2.6
Ray Burris,1001729,1.4,0.3,2.4,2.8,2.1,1.8,0.1,0.6,1.2,-0.5
Mike Moore,1009122,0.4,2.4,4.2,5.9,3.7,3.1,4.6,4.4,1.3,3.4
Bob Walk,1013507,2.0,-0.3,0.8,1.3,0.2,1.1,3.2,1.5,0.8,1.1
Brett Tomko,1056,1.5,3.6,1.4,0.5,-0.5,1.3,1.0,2.7,2.3,1.0
Jack Billingham,1000970,0.3,-0.2,3.7,4.1,2.5,3.7,3.0,0.5,0.7,1.0
Bill Campbell,1001874,0.6,2.2,0.7,1.7,1.7,1.8,0.2,0.2,0.2,0.9
Gary Peters,1010228,6.5,4.3,0.7,4.2,4.6,2.6,3.2,4.1,1.8,0.1
Joaquin Benoit,1437,0.7,-0.1,1.0,1.5,1.2,1.8,-0.2,1.7,1.2,0.1
Ramon Martinez,1008193,0.4,0.8,4.9,2.9,1.1,1.9,1.9,2.2,2.0,1.3
Bob Welch,1013750,2.4,1.0,2.9,1.9,3.3,3.7,2.8,2.1,5.4,4.5
Bob Wickman,413,0.7,0.9,1.6,0.8,0.6,1.1,1.0,0.8,1.8,2.0
Jim Abbott,1000012,2.5,2.8,5.5,4.4,2.3,1.3,3.5,0.0,0.5,-0.2
Norm Charlton,1002160,0.6,1.4,2.4,1.9,1.5,0.8,1.5,1.2,-0.2,0.0
Josh Beckett,510,1.9,4.0,3.3,4.2,1.0,5.7,4.3,4.3,1.0,3.8
Arthur Rhodes,1097,0.1,2.0,-0.4,0.5,0.2,1.0,1.9,1.0,-0.4,1.6
Steve Kline,1164,-0.6,0.8,0.6,1.1,1.2,0.7,-0.1,0.6,-0.7,0.2
Ismael Valdez,1283,3.8,4.4,3.9,2.2,2.2,0.4,2.0,2.4,0.2,-0.5
J.P. Howell,8245,0.2,0.7,0.4,1.5,0.7,-0.5,-0.4,0.9,0.4,0.3
Mark Langston,1007323,4.4,-0.7,4.1,6.4,4.0,4.8,4.6,3.0,5.4,5.6
Tim Stoddard,1012556,1.3,1.8,-0.5,0.5,-0.6,0.0,0.1,-0.4,0.8,-0.1
Gene Nelson,1009501,-0.3,0.9,-0.4,0.6,0.0,1.4,1.8,0.5,1.0,0.6
Darold Knowles,1007058,0.9,0.6,0.9,0.2,0.8,0.6,0.0,-0.2,-1.1,1.7
Gregg Olson,1009791,2.0,1.8,2.2,1.6,1.5,0.0,-0.2,0.3,1.1,0.0
Joe Price,1010530,0.4,0.8,0.4,2.0,1.8,0.3,-0.1,0.3,0.2,0.2
Chris Short,1011931,0.4,0.7,1.1,3.4,5.6,6.5,3.3,3.4,2.1,3.9
Bobby Witt,1014170,0.8,1.7,2.4,2.5,5.0,0.9,1.3,3.2,0.9,3.6
Stan Belinda,1000792,0.6,-0.3,-0.3,1.0,0.0,1.2,1.2,0.3,-0.4,-0.5
Andy Hawkins,1005514,0.2,1.1,0.2,2.0,1.3,0.3,1.5,1.1,0.0,0.3
Dave McNally,1008655,1.2,1.4,2.3,3.0,0.7,4.5,4.7,4.9,1.8,3.0
Brad Penny,535,1.2,4.6,1.0,3.1,3.0,3.5,3.6,4.4,0.0,1.8
Sterling Hitchcock,824,0.4,0.8,2.0,2.7,0.7,1.5,3.0,0.4,1.2,0.4
David Weathers,902,0.9,1.0,0.4,0.4,1.9,0.1,0.5,1.1,0.5,0.7
Darryl Kile,1163,0.0,0.8,2.4,0.8,1.7,3.7,4.0,3.2,0.9,4.3
Ken Holtzman,1005989,3.0,0.2,2.3,5.1,5.8,3.6,2.7,5.0,5.5,3.6
Rick Sutcliffe,1012734,2.7,-0.4,-0.3,3.5,3.0,6.0,2.4,1.5,3.4,3.2
Todd Stottlemyre,75,-0.2,1.2,2.7,2.6,1.4,3.0,2.0,4.1,2.3,3.3
Mike Mussina,837,1.7,5.3,2.8,3.4,5.1,5.3,5.4,5.1,6.0,6.4
Alan Embree,1030,-0.6,0.9,0.0,0.5,0.6,-0.3,1.6,0.8,0.4,-0.3
Rod Beck,1730,0.4,2.7,1.4,-0.3,0.0,0.4,1.1,1.1,0.1,0.9
David Robertson,8241,0.2,0.7,0.8,2.3,1.5,1.3,1.4,1.7,1.1,1.9
Elmer Dessens,317,0.1,3.0,2.2,1.6,2.2,0.8,0.5,0.6,0.0,-0.2
Shawn Estes,873,1.3,3.6,1.8,2.4,3.0,2.1,1.5,0.6,0.7,0.8
Tim Lincecum,5705,3.0,7.2,7.5,4.3,3.5,0.9,1.4,0.0,0.3,-0.7
Tony Sipp,8280,0.3,-0.6,0.2,0.0,-0.3,0.8,0.9,-0.8,-0.2,0.9
Joe Gibbon,1004658,1.3,4.2,0.5,2.5,1.7,1.3,1.5,1.1,-0.5,-0.2
Charles Nagy,397,0.0,3.2,7.0,0.6,3.5,3.2,5.4,2.9,1.3,3.2
Doug Henry,1005668,0.8,0.6,-0.2,-0.7,0.5,0.1,0.5,-0.4,-0.6,-0.6
Randy Jones,1006582,1.7,2.5,4.3,4.6,1.5,4.1,3.6,1.2,-0.9,-0.3
Tom Candiotti,1001911,0.6,0.2,4.3,1.3,4.5,4.4,2.3,5.8,3.5,4.2
Dick Ellsworth,1003754,2.3,2.2,2.2,6.6,1.7,3.0,4.0,1.1,3.3,1.9
Mike Remlinger,111,-0.2,-0.4,2.2,1.1,1.0,1.0,1.5,1.5,0.1,0.6
Jesse Orosco,667,-0.3,1.3,2.2,1.0,0.9,0.4,1.6,-0.4,1.1,-0.5
Francisco Rodriguez,1642,0.6,3.7,1.5,2.4,1.9,1.5,0.7,1.5,1.3,0.2
Dock Ellis,1003747,0.7,4.2,3.4,3.7,3.9,4.4,3.0,1.9,1.2,3.1
Alex Fernandez,1003993,1.4,2.7,1.8,4.1,2.4,4.5,4.7,3.3,3.1,0.6
Mike Flanagan,1004133,0.6,4.4,4.5,6.0,2.9,1.5,2.7,1.8,2.4,0.3
Rick Honeycutt,1005992,1.5,2.2,2.5,1.5,0.9,2.8,1.9,1.5,3.1,1.8
Tim Belcher,1000789,0.8,4.1,3.3,1.5,4.1,3.1,3.0,1.2,1.7,3.8
Steve Carlton,1001964,0.9,4.4,4.0,4.9,3.6,3.1,11.1,4.5,5.3,3.5
Jim Kaat,1006660,-0.3,3.8,5.4,1.9,4.7,4.3,6.4,6.4,3.9,3.5
Eric Plunk,1010400,-0.5,1.1,0.8,0.0,0.2,-0.1,0.3,1.5,1.6,1.1
Bill Singer,1012007,4.7,4.2,6.1,2.0,2.0,2.3,6.2,2.6,0.6,1.8
Braden Looper,526,0.5,0.1,0.1,0.5,1.2,1.7,-0.6,1.1,1.4,1.4
Joaquin Andujar,1000266,0.9,1.2,0.6,1.3,1.1,0.6,5.5,1.6,3.1,3.1
Andy Messersmith,1008799,1.3,5.0,2.3,3.5,3.5,3.2,5.6,5.9,3.7,1.4
Dwight Gooden,1004852,8.3,8.9,4.8,4.5,6.0,1.8,6.8,4.0,3.5,3.7
Kyle Farnsworth,278,-0.4,-0.3,2.0,-0.4,1.2,0.3,1.5,1.1,-0.2,-0.7
Doug Brocail,551,1.0,-0.2,-0.2,0.4,1.7,1.8,0.8,0.8,1.1,0.0
Randy Wolf,976,0.8,2.9,3.4,3.9,2.5,1.7,0.7,-0.1,1.9,2.6
Derek Holland,4141,0.6,0.9,3.2,1.5,4.5,1.3,-0.1,1.1,-0.9,2.2
Gio Gonzalez,7448,-0.7,1.1,3.2,3.3,5.0,3.2,3.2,3.6,2.8,3.7
Mark Davis,1003067,-0.3,0.5,0.4,1.5,1.6,0.8,2.8,2.2,-0.6,0.0
Joe Horlen,1006025,1.4,0.7,4.5,4.0,3.1,3.5,1.6,3.5,2.5,2.4
Paul Byrd,594,-0.3,-0.1,0.8,0.5,-0.1,1.4,3.1,1.7,3.3,1.7
Jon Lester,4930,1.0,0.2,4.2,5.4,5.0,2.6,2.4,3.3,5.4,4.8
Stan Bahnsen,1000414,4.4,1.0,2.3,2.2,3.2,3.3,1.1,1.7,1.1,0.8
Denny Lemaster,1007512,0.8,1.4,1.9,1.8,2.0,2.3,2.7,3.8,0.7,-0.1
Steve Trout,1013197,2.1,3.2,1.8,1.5,2.4,3.4,1.3,2.0,1.6,-0.2
Danys Baez,367,0.7,2.2,0.8,0.5,0.4,0.9,-0.9,0.1,-0.4,-0.3
Mike Williams,1014,0.2,0.1,0.5,0.4,1.6,0.3,0.4,0.0,0.4,-0.6
Max Scherzer,3137,1.1,2.7,4.0,2.3,4.5,5.9,5.6,6.4,5.6,6.3
Doug Bird,1000976,1.1,1.5,1.6,2.8,1.4,0.8,0.0,0.4,1.5,1.1
Keith Foulke,231,0.0,0.4,2.9,2.5,2.6,1.3,1.8,1.6,-0.4,0.1
Mariano Rivera,844,0.3,4.3,2.0,1.2,2.1,1.9,3.2,1.4,2.5,2.5
Jonathan Papelbon,5975,0.3,3.1,2.1,2.8,1.9,1.0,3.0,1.4,1.1,2.0
Mudcat Grant,1004952,-0.7,1.6,0.0,1.6,1.7,3.0,3.6,1.1,0.5,-0.3
Fred Norman,1009632,-0.9,-0.5,1.1,2.2,1.6,3.2,0.6,2.7,1.8,0.8
Bill Swift,1012788,1.9,1.5,1.8,1.5,2.6,1.6,2.7,4.5,1.6,1.5
Mark Buehrle,225,0.6,4.0,4.3,4.3,4.5,5.9,1.7,3.3,4.3,3.0
Jose Rijo,349,0.6,1.3,1.7,0.8,3.8,2.1,4.5,6.1,5.1,7.1
Joe Smith,3281,0.2,0.3,0.2,-0.2,1.3,0.8,0.5,0.9,0.9,-0.3
Jim Bibby,1000945,0.3,1.9,1.9,2.6,2.5,3.8,1.0,2.5,2.6,1.7
Mike Maddux,1007951,0.7,0.7,0.4,1.4,1.5,1.1,-0.1,2.1,-0.3,0.7
Juan Berenguer,1000865,0.6,-0.3,1.5,2.2,0.9,0.8,2.3,0.8,0.3,-0.1
Dick Hall,1005241,1.9,2.7,2.2,1.1,0.7,1.6,0.3,0.9,-0.1,1.0
Johan Santana,755,0.0,0.0,3.4,3.7,6.8,7.1,6.7,4.0,5.3,3.5
Trever Miller,1672,0.1,-0.4,0.0,0.9,-0.3,0.6,0.1,0.6,0.5,0.1
Johnny Cueto,6893,1.0,1.4,2.5,3.0,4.3,0.7,4.5,4.1,4.9,1.2
Ross Grimsley,1005071,1.0,1.4,1.6,4.2,0.9,1.1,0.7,2.7,0.2,-0.2
Adam Eaton,1029,1.6,1.0,0.1,2.5,2.4,1.7,0.4,-0.1,0.3,-0.2
Jerry Johnson,1006464,0.3,0.3,0.1,0.3,0.3,-0.2,0.2,-0.3,0.1,-0.4
Tom Gordon,282,2.4,2.5,1.6,1.0,2.5,2.2,3.5,2.8,4.4,2.7
R.A. Dickey,1245,1.3,0.6,-0.1,-0.4,2.8,2.6,4.6,1.9,1.7,1.8
Rudy Seanez,1279,-0.3,0.9,1.0,0.2,0.0,0.9,1.5,-0.2,0.5,0.2
Fergie Jenkins,1006388,1.8,4.5,6.3,8.2,9.5,9.6,4.8,4.2,7.8,2.7
Don Sutton,1012745,4.7,3.0,4.0,3.9,1.9,7.1,6.8,6.0,4.7,5.4
Jose Mesa,961,-0.1,0.5,0.8,0.9,2.9,1.7,2.1,1.4,1.0,0.4
Matt Garza,3340,0.6,1.1,3.3,2.8,2.1,4.7,0.9,2.1,2.5,0.4
Bobby Bolin,1001146,-0.4,0.6,1.4,1.4,1.6,1.9,-0.6,2.6,1.0,0.0
Steve Hamilton,1005277,1.7,1.1,0.8,1.3,0.7,0.0,1.1,-0.1,0.5,0.5
Don Robinson,1011061,3.4,2.5,2.1,-0.5,1.0,0.0,2.0,0.8,0.5,1.5
CC Sabathia,404,2.7,3.6,3.5,2.8,3.6,5.0,6.4,7.4,5.8,5.5
Fernando Rodney,494,0.4,0.5,0.6,0.3,0.3,0.2,-0.4,2.2,1.2,1.0
Ron Darling,1002989,0.6,1.0,2.2,3.5,2.0,2.6,2.7,0.2,1.5,2.5
Jeff Montgomery,1009071,-0.1,2.7,1.6,1.6,1.4,2.6,1.0,0.8,-0.3,0.4
Dan Wheeler,120,0.2,0.2,0.3,1.1,1.7,0.8,0.3,0.1,0.1,0.3
Terry Mulholland,665,0.2,0.6,1.4,2.4,4.6,3.8,2.9,0.5,0.1,2.5
Dan Haren,1757,0.7,0.5,3.7,3.8,4.7,6.1,5.3,3.6,5.9,1.8
Larry Andersen,1000236,1.1,-0.7,0.8,0.4,0.8,1.3,1.4,2.3,2.7,1.7
Tony Cloninger,1002359,-0.4,1.1,0.1,2.7,3.8,1.5,-0.2,0.4,0.1,0.4
Turk Farrell,1003950,1.6,0.0,5.3,4.3,1.2,3.3,1.0,1.3,-0.4,-0.3
Tommy John,1006515,1.1,3.0,3.8,2.6,2.9,3.8,4.4,4.5,3.0,3.3
Milt Pappas,1009989,3.0,1.4,1.2,2.1,4.8,3.0,3.7,3.8,2.2,1.4
Brad Radke,748,0.8,2.8,4.9,4.2,3.7,4.2,4.5,2.1,2.8,5.0
Esteban Loaiza,1310,1.2,-0.2,2.9,1.0,2.5,2.9,2.1,2.3,6.9,1.2
Cal Eldred,1653,2.6,2.9,1.3,1.3,0.8,1.1,-0.4,1.9,0.3,0.2
Phil Hughes,7450,1.0,0.4,2.3,3.1,0.5,1.9,1.0,6.4,1.2,0.3
Dave Giusti,1004748,0.4,1.0,2.0,2.7,3.8,1.2,1.3,0.4,1.1,0.2
Greg Harris,1005415,0.4,0.2,0.3,2.0,1.4,1.7,-0.1,-0.1,2.6,2.5
Jerry Reuss,1010853,2.0,1.4,2.8,4.0,2.5,4.6,2.9,3.9,1.0,2.9
Pedro Astacio,862,1.8,2.6,1.5,1.0,2.6,3.0,1.6,4.2,3.5,3.2
Jeff Nelson,1092,-0.5,0.4,0.4,2.2,1.3,1.0,0.4,0.3,1.3,1.1
Mike Bielecki,1000951,-0.3,1.0,0.5,0.4,3.2,1.8,1.0,2.0,0.7,0.0
Jeff Weaver,503,1.6,3.1,4.0,4.1,2.2,4.3,2.4,0.3,0.9,0.5
George Brunet,1001590,0.1,1.1,-0.3,0.6,3.8,0.9,2.6,1.7,0.0,1.5
Russ Ortiz,1124,0.4,1.7,1.1,4.4,2.9,3.0,1.6,-0.3,-1.0,0.4
Bob McClure,1008400,1.4,-0.5,-0.1,0.6,0.8,0.9,1.6,0.2,0.9,-0.3
Brandon McCarthy,4662,0.5,0.0,1.1,1.0,4.5,1.9,1.6,2.6,0.6,2.1
Rick Rhoden,1010887,0.7,1.2,3.2,1.6,1.7,2.0,3.6,5.0,4.3,2.7
Andy Ashby,637,0.0,-0.4,0.1,3.2,3.3,1.8,3.8,3.2,2.7,1.9
John Burkett,179,2.5,2.3,2.8,4.5,2.4,2.2,4.6,4.6,4.1,2.4
Tom Burgmeier,1001668,-0.1,-0.1,0.5,0.6,-0.2,0.2,0.6,-0.3,-1.1,-0.3
Mike Krukow,1007185,2.7,1.7,2.3,2.9,2.1,3.8,2.0,1.4,3.5,4.2
Juan Marichal,1008106,1.6,2.3,1.7,6.7,6.4,6.8,6.3,3.7,5.9,7.8
John Montefusco,1009065,0.7,6.0,5.2,3.1,2.9,0.7,0.4,0.1,1.8,1.7
Paul Assenmacher,1000344,0.8,-0.2,1.1,1.6,1.4,2.2,0.7,0.5,0.7,0.8
Scott McGregor,1008546,1.2,3.5,2.8,4.9,2.4,1.9,3.7,2.1,0.6,0.9
Jamey Wright,715,1.0,0.6,1.5,1.0,1.8,0.8,-0.2,0.6,0.6,0.8
Mike Trombley,758,0.6,0.7,-0.4,0.4,1.7,1.0,-0.1,0.5,-0.4,0.5
Heathcliff Slocumb,1012069,0.1,-0.2,0.0,1.6,1.2,1.9,0.2,0.2,0.6,-0.2
Hoyt Wilhelm,1013945,2.6,1.7,1.7,2.6,1.9,1.4,0.9,1.2,1.4,1.3
Zach Duke,3840,2.2,3.2,0.7,2.7,2.9,0.2,0.6,0.0,1.3,-0.5
Jack Aker,1000097,0.2,1.2,0.0,-0.7,-0.2,0.6,-0.1,0.3,-0.3,-0.4
Chuck McElroy,1008477,0.7,0.5,0.0,1.2,0.0,0.6,1.4,1.9,-0.2,0.5
Jeff Shaw,1011823,-0.4,0.0,-0.3,0.4,0.3,1.2,2.3,1.2,1.1,0.5
Todd Worrell,1014259,0.3,2.0,0.8,0.1,0.9,0.0,0.8,1.4,1.5,-0.4
Roger Clemens,815,3.4,2.3,7.1,8.4,9.2,5.1,8.2,8.5,7.6,3.7
Jim Johnson,3656,1.0,0.3,1.3,1.3,0.9,-0.7,0.3,1.4,0.0,-0.3
Jim Barr,1000606,0.2,1.9,2.5,3.3,2.7,3.6,3.1,2.1,1.6,-0.7
Eddie Fisher,1004085,-0.4,2.2,1.0,0.4,0.5,0.6,0.1,0.2,0.2,0.2
Steve Hargan,1005356,0.9,4.7,4.2,0.4,0.7,1.8,-0.9,2.6,1.9,0.8
Eric Show,1011937,1.5,0.8,1.0,1.6,1.3,1.3,3.0,1.1,-0.4,0.1
Carl Pavano,790,0.9,2.1,1.8,0.4,0.8,3.3,4.5,0.6,0.0,3.5
Greg Minton,1008986,0.7,1.1,0.5,0.7,-0.4,-0.5,-0.7,-0.1,0.8,1.2
Edwin Nunez,1009658,0.1,0.3,0.7,0.1,0.2,0.0,-0.4,1.1,0.3,1.4
Fernando Valenzuela,1013327,4.9,6.1,4.2,5.2,5.4,6.2,2.3,-0.2,1.6,1.7
Steve Avery,1706,1.5,2.6,3.5,5.1,2.5,2.5,2.4,-0.1,0.3,0.0
Rick Porcello,2717,1.7,1.9,2.3,3.0,2.9,3.0,1.7,5.1,1.9,2.4
Paul Lindblad,1007614,0.8,0.3,0.2,0.2,-0.1,0.3,0.2,-0.3,1.5,1.3
Tom Murphy,1009376,1.3,2.7,0.0,0.6,0.8,1.5,0.3,0.1,-0.2,-0.2
Curtis Leskanic,694,0.2,2.7,0.2,0.4,0.2,1.0,0.5,0.0,0.9,-0.7
Hector Carrasco,1240,0.4,1.0,0.1,0.5,0.5,0.7,0.4,0.6,-0.1,1.3
Russ Springer,1652,-0.3,0.1,-0.3,0.9,0.9,0.4,0.4,-0.2,0.2,0.1
Doug Fister,9425,0.3,3.4,5.4,3.5,4.0,1.5,0.1,0.8,1.3,0.4
Don Hood,1005994,0.8,0.7,0.2,-0.3,1.5,0.7,0.4,0.6,0.1,-0.2
Jim Perry,1010213,1.4,1.0,1.9,1.5,0.6,1.7,2.9,1.8,2.3,5.5
Pete Richert,1010922,1.0,0.4,0.1,2.8,2.4,2.5,0.1,0.7,0.8,0.1
Mario Soto,1012289,-0.2,-0.1,3.1,3.3,7.4,4.5,2.5,3.1,0.3,-0.2
Carlos Zambrano,305,1.1,4.7,4.7,4.2,3.9,2.8,2.8,3.8,1.9,0.6
Brian Fuentes,429,1.1,0.6,1.5,0.9,0.9,2.5,0.3,0.2,0.2,-0.5
Scott Kazmir,4897,0.5,3.6,3.6,4.8,2.3,2.2,-1.0,2.5,3.4,2.3
Roy Halladay,1303,0.5,-0.3,4.0,6.8,7.0,2.8,3.8,5.1,5.1,6.6
Aaron Harang,1451,1.2,1.0,1.8,4.6,5.7,5.4,1.4,2.2,0.7,1.4
Dennis Cook,8,0.1,-0.4,0.0,0.0,0.2,0.2,1.5,0.7,1.4,0.1
Scott Erickson,137,0.8,3.2,1.9,3.3,2.2,3.4,3.6,4.7,5.2,2.0
Tim Wakefield,219,1.3,-0.5,2.6,1.0,1.8,1.6,0.7,-0.3,2.2,2.7
Jeff Reardon,1010741,0.6,0.4,1.7,0.7,1.0,1.2,0.1,0.7,1.6,0.6
Bud Norris,9492,0.5,1.6,2.0,1.7,2.7,1.3,0.0,0.7,0.5,0.2
Bob Knepper,1007031,1.6,4.5,0.1,1.9,2.7,1.6,2.6,1.7,2.8,3.5
Chris Hammond,92,1.2,1.2,2.2,1.2,2.4,-0.3,0.9,1.8,1.3,0.6
Brett Myers,962,-0.1,2.3,1.1,3.4,3.5,1.2,1.8,-0.5,3.8,1.7
Gary Bell,1000806,1.4,1.7,0.2,0.6,-0.4,0.7,5.0,2.8,3.6,-0.7
Skip Lockwood,1007696,0.6,2.5,1.7,2.0,-0.2,0.8,2.3,2.3,0.4,0.9
Brian Moehler,480,2.1,3.1,3.4,3.3,0.3,2.1,0.3,0.0,1.4,1.1
Ken Hill,1005827,1.8,1.0,2.1,3.2,2.6,2.3,1.4,5.6,1.9,1.7
Kevin Brown,642,3.1,2.4,1.5,6.3,4.4,3.4,4.5,6.7,6.5,9.6
Steve Reed,1053,-0.5,-0.1,1.7,0.3,-0.3,0.8,0.1,0.3,0.3,1.1
Salomon Torres,1628,-0.1,0.2,-0.4,0.7,0.2,0.3,1.3,0.3,1.1,0.1
Jered Weaver,4235,2.5,2.9,3.2,3.8,5.8,5.4,3.0,2.3,1.3,0.8
Justin Verlander,8700,2.8,3.7,3.2,8.5,6.6,6.5,6.9,4.8,3.2,3.1
Kirk McCaskill,1008382,2.2,5.6,0.3,2.6,3.2,2.4,1.3,2.7,1.1,0.3
Juan Pizarro,1010382,-0.2,3.9,3.9,4.7,3.9,0.9,-0.3,0.4,0.0,-0.1
Dan Plesac,1319,2.5,2.3,1.9,0.9,0.9,0.0,0.6,-0.2,0.3,1.0
Mark Guthrie,876,0.3,3.4,0.6,1.4,0.2,1.0,1.1,-1.0,0.5,-0.1
Vicente Padilla,964,1.0,0.7,3.6,2.7,1.3,0.6,3.2,0.7,1.5,1.7
Pete Harnisch,1005374,0.2,2.0,3.3,2.5,3.2,0.3,1.7,0.7,-0.1,3.2
Tom Henke,1005649,1.1,3.5,3.3,1.0,3.5,1.5,1.7,0.6,1.6,0.6
Claude Raymond,1010732,0.2,-1.4,0.8,2.0,0.3,-0.4,0.0,-0.2,0.1,-0.2
Frank Tanana,1012818,3.6,7.2,6.0,5.8,2.8,1.3,3.5,1.2,2.6,2.6
Matt Morris,1172,4.6,2.1,0.9,6.1,4.2,2.8,1.1,2.7,2.3,2.5
Aaron Cook,1571,0.3,1.0,1.2,1.0,3.6,2.1,4.7,1.4,1.1,0.8
Clayton Richard,3551,0.7,1.5,2.2,0.6,0.3,-1.0,0.4,0.5,2.0,0.6
Willie Hernandez,1005714,1.6,-0.4,0.0,0.8,1.4,1.4,3.2,1.7,0.8,-0.1
Jeff Fassero,279,1.3,1.3,3.5,2.9,3.6,5.9,5.0,3.1,-0.5,1.8
Mike Fetters,988,-0.1,-0.1,0.5,0.1,0.9,0.5,1.4,1.2,0.5,-0.3
Ryan Franklin,1076,-0.1,1.4,1.0,1.3,0.9,-0.6,0.7,-0.4,0.8,0.2
Jake Peavy,1051,1.7,0.8,4.1,5.4,4.4,6.7,3.7,2.7,1.8,2.9
Woody Williams,1190,0.2,0.5,0.3,0.9,1.4,1.3,1.5,1.9,2.0,1.9
Floyd Bannister,1000516,1.7,0.0,2.3,4.2,1.8,4.9,5.0,2.0,2.5,2.5
Jose DeLeon,1003168,3.0,2.9,1.8,0.8,2.4,4.6,4.6,2.8,1.8,1.2
Rollie Fingers,1004051,0.2,1.6,1.0,1.5,2.4,3.3,2.2,4.1,2.1,2.3
Dave Goltz,1004818,1.2,1.4,2.4,4.0,3.3,6.0,4.4,4.6,2.0,1.0
Steve Rogers,1011138,2.6,4.4,4.2,4.8,7.0,3.7,4.2,4.0,3.0,6.4
Stan Williams,1014039,3.0,4.6,0.7,2.6,0.7,1.6,3.2,1.1,1.4,-0.3
Jon Garland,232,0.4,0.3,2.2,1.7,1.9,3.5,3.6,3.5,1.3,1.8
Rick White,456,0.2,0.8,0.3,1.6,0.7,0.6,0.9,-0.2,-0.9,0.5
Jaime Navarro,1009465,1.8,2.1,3.1,4.0,2.4,1.0,3.3,3.2,3.2,-0.6
John Wetteland,1013815,1.7,-0.1,1.3,3.4,1.4,1.7,1.2,1.6,2.0,1.2
Pat Hentgen,145,-0.3,2.2,3.5,2.5,6.0,3.8,0.7,1.9,2.2,0.9
Doug Drabek,1003473,1.5,2.7,2.4,2.5,4.2,3.9,4.8,4.1,2.9,2.6
Chuck Finley,384,0.5,0.7,2.4,3.8,4.8,2.9,1.3,5.1,3.4,4.4
Jack Fisher,1004090,2.5,2.5,0.5,0.1,1.5,2.4,2.0,1.4,1.5,0.5
Bill Hands,1005303,1.2,1.6,3.1,6.5,6.4,3.7,3.8,1.9,2.3,1.5
Ken Johnson,1006477,0.8,0.6,4.5,4.1,2.9,3.9,2.3,1.9,0.7,0.6
Mickey Lolich,1007712,1.9,4.4,5.1,2.2,4.6,3.2,6.0,5.1,8.3,6.1
John Curtis,1002905,3.3,2.2,1.4,0.2,-0.3,0.0,0.5,0.8,1.6,-0.9
Moe Drabowsky,1003474,0.4,-0.1,2.4,0.6,0.0,1.3,1.4,0.2,0.8,0.0
Kevin Gregg,1793,1.4,0.0,0.7,1.1,0.9,-0.3,0.8,-0.4,-0.2,0.0
